order_id,product_id,quantity,unit_price_eur,unit_cost_eur,discount_pct
ORD-010179,PRD-0747,1,1063.9,564.84,0
ORD-010179,PRD-0586,1,213.37,161.53,0
ORD-010180,PRD-0722,5,1653.03,1056.93,0
ORD-010180,PRD-0657,1,738.07,584.92,0
ORD-010181,PRD-0675,5,417.83,330.49,0
ORD-010181,PRD-0355,4,8394.69,5684.11,0
ORD-010182,PRD-0637,4,526.96,385.03,0
ORD-010182,PRD-0622,6,628.57,501.01,0
ORD-010183,PRD-0091,9,259.27,210.79,0
ORD-010184,PRD-0160,1,228.24,181.68,3
ORD-010184,PRD-0454,2,136.19,95.85,0
ORD-010184,PRD-0492,5,143.45,103.1,3
ORD-010185,PRD-0715,2,1842.61,1285.27,0
ORD-010185,PRD-0312,4,581.08,528.93,3
ORD-010185,PRD-0036,10,363.88,283.86,0
ORD-010185,PRD-0537,1,133.44,85.76,0
ORD-010185,PRD-0240,5,2270.09,1943.41,0
ORD-010186,PRD-0591,5,201.74,147.5,0
ORD-010186,PRD-0732,3,1178.62,765.55,3
ORD-010186,PRD-0352,10,4789.53,3785.52,3
ORD-010186,PRD-0649,1,281.23,217.53,0
ORD-010187,PRD-0015,5,288.68,228.92,0
ORD-010187,PRD-0723,8,1947.74,1274.62,0
ORD-010188,PRD-0036,3,352.96,283.86,3
ORD-010188,PRD-0449,1,102.59,75.13,5
ORD-010188,PRD-0078,6,415.24,323.62,0
ORD-010188,PRD-0368,6,9118.09,6012.9,0
ORD-010189,PRD-0723,1,1850.35,1274.62,5
ORD-010189,PRD-0483,2,140.65,90.64,0
ORD-010190,PRD-0741,3,633.75,452.55,5
ORD-010190,PRD-0293,10,765.5,689.81,3
ORD-010190,PRD-0131,5,380.07,305.28,0
ORD-010191,PRD-0570,1,57.24,38.27,0
ORD-010192,PRD-0137,4,309.82,233.56,0
ORD-010192,PRD-0769,4,1712.47,1145.49,3
ORD-010193,PRD-0086,7,431.77,349.07,0
ORD-010193,PRD-0577,1,186.11,138.33,5
ORD-010193,PRD-0599,1,285.01,202.9,0
ORD-010194,PRD-0561,6,121.3,80.52,0
ORD-010194,PRD-0403,8,7623.4,5840.48,5
ORD-010195,PRD-0014,3,332.74,267.15,0
ORD-010195,PRD-0725,1,939.26,485.89,0
ORD-010195,PRD-0255,1,2495.51,2248.39,0
ORD-010195,PRD-0025,4,328.77,254.2,0
ORD-010196,PRD-0369,8,6733.18,5416.48,5
ORD-010196,PRD-0617,4,233.36,165.11,0
ORD-010197,PRD-0035,6,308.3,234.1,0
ORD-010197,PRD-0227,4,3114.49,2945.37,3
ORD-010198,PRD-0469,13,155.88,105.06,5
ORD-010199,PRD-0430,1,6774.49,5108.44,0
ORD-010199,PRD-0584,1,762.69,585.19,0
ORD-010200,PRD-0027,10,183.47,142.47,0
ORD-010200,PRD-0301,7,3208.96,2865.07,0
ORD-010201,PRD-0589,5,118.45,89.97,5
ORD-010201,PRD-0370,8,9903.73,7691.07,0
ORD-010201,PRD-0513,4,50.27,37.13,0
ORD-010202,PRD-0214,6,834.41,764.78,3
ORD-010202,PRD-0267,11,1923.72,1797.77,0
ORD-010203,PRD-0307,5,510.92,480.55,0
ORD-010203,PRD-0524,8,57.44,40.77,0
ORD-010203,PRD-0171,5,350.07,279.55,3
ORD-010204,PRD-0413,2,2189.37,1618.43,0
ORD-010204,PRD-0412,1,10216.61,7647.28,0
ORD-010204,PRD-0337,8,7903.66,6100.7,3
ORD-010204,PRD-0001,4,157.5,124.82,0
ORD-010205,PRD-0729,6,157.95,112.33,3
ORD-010205,PRD-0007,4,180.66,141.28,0
ORD-010205,PRD-0428,6,2911.92,2212.64,3
ORD-010206,PRD-0645,2,744.53,566.37,0
ORD-010206,PRD-0582,1,388.99,286.54,0
ORD-010207,PRD-0059,9,311.94,248.92,5
ORD-010207,PRD-0580,1,32.51,23.52,3
ORD-010208,PRD-0410,6,6745.9,4413.71,0
ORD-010208,PRD-0166,8,387.65,294.2,5
ORD-010208,PRD-0415,8,7186.83,5081.7,0
ORD-010208,PRD-0757,3,958.9,631.07,0
ORD-010209,PRD-0266,3,3296.91,3024.86,3
ORD-010209,PRD-0435,5,57.47,36.39,5
ORD-010209,PRD-0409,2,11798.98,8307.88,0
ORD-010209,PRD-0044,2,347.69,272.79,0
ORD-010210,PRD-0599,7,285.01,202.9,0
ORD-010211,PRD-0512,5,99.57,61.99,3
ORD-010211,PRD-0397,7,7366.91,4934.85,0
ORD-010212,PRD-0064,8,203.25,169.77,5
ORD-010212,PRD-0688,8,242.49,191.37,0
ORD-010213,PRD-0498,4,8.26,5.3,0
ORD-010213,PRD-0189,3,1650.91,1498.03,3
ORD-010213,PRD-0010,2,415.64,325.79,0
ORD-010213,PRD-0647,1,166.56,130.51,0
ORD-010213,PRD-0251,6,1091.72,1077.15,5
ORD-010214,PRD-0639,11,203.9,143.07,0
ORD-010214,PRD-0045,5,334.41,254.0,5
ORD-010215,PRD-0060,6,303.59,251.94,5
ORD-010215,PRD-0692,1,369.05,279.73,5
ORD-010216,PRD-0076,6,182.58,148.55,3
ORD-010216,PRD-0196,6,2772.56,2397.04,0
ORD-010216,PRD-0611,8,62.52,49.59,0
ORD-010217,PRD-0145,5,204.55,163.39,0
ORD-010218,PRD-0503,4,138.39,86.19,0
ORD-010218,PRD-0649,2,281.23,217.53,0
ORD-010218,PRD-0754,6,751.07,377.46,0
ORD-010219,PRD-0132,5,383.34,308.06,0
ORD-010220,PRD-0006,5,341.47,282.51,5
ORD-010220,PRD-0269,6,1023.71,928.6,0
ORD-010221,PRD-0612,5,741.93,523.16,0
ORD-010221,PRD-0477,3,54.72,38.33,0
ORD-010222,PRD-0694,1,715.95,561.24,0
ORD-010223,PRD-0484,7,156.23,108.25,0
ORD-010223,PRD-0196,4,2772.56,2397.04,0
ORD-010223,PRD-0004,1,157.96,126.39,0
ORD-010224,PRD-0586,6,206.97,161.53,3
ORD-010225,PRD-0630,1,669.5,497.34,0
ORD-010225,PRD-0579,8,165.37,127.24,5
ORD-010225,PRD-0737,10,562.15,312.36,3
ORD-010226,PRD-0595,2,525.36,395.18,3
ORD-010227,PRD-0220,9,1027.29,945.54,3
ORD-010228,PRD-0748,4,271.18,192.51,5
ORD-010228,PRD-0785,7,807.98,510.2,0
ORD-010228,PRD-0659,11,77.92,61.83,5
ORD-010229,PRD-0701,1,270.07,187.23,5
ORD-010229,PRD-0318,6,417.83,401.81,5
ORD-010230,PRD-0601,6,380.07,276.6,0
ORD-010230,PRD-0006,7,359.44,282.51,0
ORD-010230,PRD-0535,1,90.5,63.92,0
ORD-010231,PRD-0692,4,388.47,279.73,0
ORD-010231,PRD-0600,4,515.24,388.98,3
ORD-010231,PRD-0376,5,6326.18,4185.45,0
ORD-010231,PRD-0544,2,77.95,53.05,0
ORD-010232,PRD-0502,2,192.06,130.82,0
ORD-010232,PRD-0304,2,2249.23,2239.96,5
ORD-010233,PRD-0495,1,82.86,53.27,3
ORD-010233,PRD-0693,4,274.59,203.73,5
ORD-010233,PRD-0540,6,154.95,100.93,0
ORD-010234,PRD-0264,5,1976.37,1854.36,5
ORD-010234,PRD-0024,4,387.62,301.48,0
ORD-010234,PRD-0215,4,3221.05,3013.9,0
ORD-010235,PRD-0448,5,137.67,90.95,0
ORD-010235,PRD-0347,4,2295.22,1646.65,3
ORD-010235,PRD-0637,7,526.96,385.03,0
ORD-010236,PRD-0482,10,182.12,113.72,3
ORD-010236,PRD-0110,3,285.02,212.29,0
ORD-010236,PRD-0464,3,35.25,25.44,0
ORD-010236,PRD-0238,5,1751.66,1546.63,0
ORD-010237,PRD-0021,7,374.1,290.73,0
ORD-010237,PRD-0746,10,714.42,419.12,5
ORD-010238,PRD-0353,1,6459.16,4435.53,0
ORD-010238,PRD-0344,1,8977.24,6021.45,2
ORD-010239,PRD-0105,4,211.34,159.49,2
ORD-010240,PRD-0415,9,7186.83,5081.7,0
ORD-010240,PRD-0470,1,63.84,46.51,0
ORD-010241,PRD-0127,5,155.81,119.36,0
ORD-010242,PRD-0008,8,229.36,187.08,0
ORD-010242,PRD-0310,1,698.4,626.5,2
ORD-010243,PRD-0559,6,133.34,95.65,2
ORD-010243,PRD-0314,1,914.42,777.26,0
ORD-010243,PRD-0233,9,1479.47,1294.68,0
ORD-010243,PRD-0346,2,7153.84,4660.11,0
ORD-010244,PRD-0440,1,21.91,14.23,0
ORD-010245,PRD-0385,6,6692.86,4612.55,2
ORD-010245,PRD-0165,6,217.71,167.15,0
ORD-010245,PRD-0200,5,1525.51,1318.65,0
ORD-010246,PRD-0182,5,3400.98,3071.08,0
ORD-010246,PRD-0569,4,115.3,73.11,0
ORD-010246,PRD-0007,7,180.66,141.28,0
ORD-010247,PRD-0315,3,2942.13,2821.7,2
ORD-010247,PRD-0192,4,3330.59,2948.33,0
ORD-010247,PRD-0087,1,438.76,348.14,0
ORD-010247,PRD-0378,3,11474.83,8176.31,0
ORD-010247,PRD-0432,8,179.42,132.5,2
ORD-010248,PRD-0663,5,358.99,267.42,0
ORD-010248,PRD-0694,5,701.63,561.24,2
ORD-010248,PRD-0670,1,450.27,324.59,0
ORD-010248,PRD-0680,5,302.42,232.18,0
ORD-010248,PRD-0429,8,2051.81,1453.61,0
ORD-010249,PRD-0242,4,3438.97,3140.7,0
ORD-010249,PRD-0669,12,780.48,616.57,0
ORD-010250,PRD-0681,5,536.89,420.16,0
ORD-010250,PRD-0780,2,1782.7,1038.94,2
ORD-010251,PRD-0011,6,163.75,130.54,0
ORD-010251,PRD-0161,7,225.74,165.65,0
ORD-010252,PRD-0062,8,287.17,208.8,0
ORD-010253,PRD-0188,3,2731.97,2539.76,0
ORD-010253,PRD-0332,3,2190.04,1646.83,0
ORD-010253,PRD-0062,3,287.17,208.8,0
ORD-010254,PRD-0022,8,215.8,155.43,0
ORD-010254,PRD-0376,3,6326.18,4185.45,0
ORD-010255,PRD-0483,10,140.65,90.64,0
ORD-010255,PRD-0699,7,478.83,342.85,0
ORD-010256,PRD-0283,6,713.39,639.73,0
ORD-010256,PRD-0567,2,37.61,25.02,0
ORD-010256,PRD-0284,3,1570.63,1375.55,0
ORD-010257,PRD-0125,8,248.21,192.25,0
ORD-010257,PRD-0198,5,1728.95,1558.76,0
ORD-010257,PRD-0401,4,8803.99,6731.13,0
ORD-010258,PRD-0017,10,388.61,293.24,2
ORD-010258,PRD-0368,6,9118.09,6012.9,0
ORD-010258,PRD-0422,10,7734.77,5486.93,0
ORD-010259,PRD-0474,3,152.11,103.28,0
ORD-010259,PRD-0708,5,1697.51,910.41,0
ORD-010259,PRD-0621,8,322.32,238.46,2
ORD-010259,PRD-0461,7,28.13,16.91,0
ORD-010260,PRD-0047,6,207.06,160.5,0
ORD-010260,PRD-0201,3,2683.06,2359.69,0
ORD-010261,PRD-0705,6,588.25,364.35,2
ORD-010261,PRD-0518,8,66.75,49.0,0
ORD-010261,PRD-0508,1,14.08,10.4,0
ORD-010261,PRD-0423,6,4806.44,3642.14,2
ORD-010262,PRD-0465,1,159.59,111.9,2
ORD-010262,PRD-0375,7,5445.15,3625.74,0
ORD-010263,PRD-0545,14,199.55,135.21,0
ORD-010264,PRD-0345,3,2438.06,1838.47,0
ORD-010264,PRD-0136,9,391.66,289.98,0
ORD-010264,PRD-0713,2,1830.53,946.69,0
ORD-010265,PRD-0555,3,117.58,74.08,0
ORD-010266,PRD-0054,7,196.44,155.25,0
ORD-010266,PRD-0600,1,531.18,388.98,0
ORD-010266,PRD-0757,4,958.9,631.07,0
ORD-010267,PRD-0161,8,225.74,165.65,0
ORD-010267,PRD-0690,1,711.33,544.08,0
ORD-010267,PRD-0375,5,5445.15,3625.74,0
ORD-010267,PRD-0247,3,1324.36,1263.88,2
ORD-010268,PRD-0232,5,2830.18,2684.73,0
ORD-010269,PRD-0305,1,1977.02,1757.61,0
ORD-010269,PRD-0676,8,444.84,355.84,0
ORD-010269,PRD-0069,5,231.7,175.98,0
ORD-010269,PRD-0761,2,1538.01,913.26,0
ORD-010270,PRD-0358,9,3262.3,2444.51,0
ORD-010270,PRD-0573,6,90.62,54.45,0
ORD-010271,PRD-0514,2,10.56,7.64,2
ORD-010271,PRD-0098,1,388.12,281.01,0
ORD-010271,PRD-0664,7,330.51,255.67,2
ORD-010272,PRD-0517,3,21.0,15.26,0
ORD-010272,PRD-0639,1,203.9,143.07,0
ORD-010273,PRD-0606,2,685.92,503.57,0
ORD-010273,PRD-0418,5,6841.8,4485.12,0
ORD-010274,PRD-0570,9,57.24,38.27,0
ORD-010274,PRD-0303,5,2895.09,2507.91,0
ORD-010274,PRD-0775,4,316.62,214.9,0
ORD-010275,PRD-0765,7,1751.41,895.19,2
ORD-010275,PRD-0368,1,9118.09,6012.9,0
ORD-010276,PRD-0527,2,94.28,68.79,0
ORD-010277,PRD-0416,5,5768.25,3781.84,0
ORD-010277,PRD-0556,7,68.57,46.72,0
ORD-010278,PRD-0554,6,79.2,52.07,2
ORD-010278,PRD-0093,6,242.79,189.17,0
ORD-010278,PRD-0678,1,66.43,49.25,0
ORD-010279,PRD-0008,10,229.36,187.08,0
ORD-010280,PRD-0333,3,9761.73,7312.58,0
ORD-010280,PRD-0435,4,60.49,36.39,0
ORD-010281,PRD-0412,3,10216.61,7647.28,0
ORD-010281,PRD-0025,1,322.19,254.2,2
ORD-010282,PRD-0596,1,108.45,80.32,0
ORD-010282,PRD-0080,1,157.44,117.5,0
ORD-010282,PRD-0654,5,396.53,285.35,0
ORD-010283,PRD-0504,8,84.03,58.27,0
ORD-010284,PRD-0613,4,367.68,279.35,0
ORD-010285,PRD-0773,8,899.66,611.59,0
ORD-010285,PRD-0269,7,1023.71,928.6,0
ORD-010286,PRD-0798,2,714.13,469.55,2
ORD-010286,PRD-0754,5,751.07,377.46,0
ORD-010286,PRD-0310,8,491.73,626.5,31
ORD-010286,PRD-0445,5,129.55,78.88,0
ORD-010287,PRD-0568,5,11.38,8.15,0
ORD-010287,PRD-0275,8,1271.3,1190.3,2
ORD-010287,PRD-0158,2,232.29,167.85,0
ORD-010288,PRD-0072,1,398.8,325.26,0
ORD-010288,PRD-0181,4,2384.83,2047.12,0
ORD-010289,PRD-0046,6,368.46,272.64,0
ORD-010289,PRD-0300,2,2157.05,1843.36,0
ORD-010289,PRD-0745,4,592.91,365.4,0
ORD-010290,PRD-0328,1,1535.73,1446.41,0
ORD-010290,PRD-0651,2,676.94,519.36,0
ORD-010291,PRD-0683,7,145.51,105.8,0
ORD-010292,PRD-0544,4,77.95,53.05,0
ORD-010293,PRD-0264,1,2038.78,1854.36,2
ORD-010293,PRD-0523,1,116.53,84.43,0
ORD-010293,PRD-0096,2,236.07,183.43,0
ORD-010294,PRD-0169,8,172.52,141.42,0
ORD-010294,PRD-0354,6,6471.3,4436.17,0
ORD-010294,PRD-0346,9,7153.84,4660.11,0
ORD-010295,PRD-0624,1,391.4,299.02,0
ORD-010295,PRD-0024,8,387.62,301.48,0
ORD-010296,PRD-0564,1,173.78,105.52,0
ORD-010296,PRD-0627,4,84.49,64.52,0
ORD-010297,PRD-0044,1,340.74,272.79,2
ORD-010297,PRD-0747,3,1063.9,564.84,0
ORD-010298,PRD-0185,8,581.79,538.02,0
ORD-010298,PRD-0382,2,2363.7,1610.47,2
ORD-010298,PRD-0592,4,705.82,502.78,0
ORD-010299,PRD-0187,2,473.45,425.23,0
ORD-010299,PRD-0603,1,155.01,122.1,0
ORD-010300,PRD-0029,2,402.5,309.62,0
ORD-010300,PRD-0548,4,95.89,66.96,2
ORD-010300,PRD-0683,1,145.51,105.8,0
ORD-010301,PRD-0540,8,154.95,100.93,0
ORD-010302,PRD-0395,9,11452.33,8180.31,0
ORD-010303,PRD-0306,7,1539.73,1343.5,0
ORD-010303,PRD-0661,3,211.04,164.88,0
ORD-010303,PRD-0369,3,6945.81,5416.48,2
ORD-010303,PRD-0414,8,6103.77,4146.01,0
ORD-010303,PRD-0475,3,172.22,125.44,0
ORD-010304,PRD-0554,3,80.82,52.07,0
ORD-010304,PRD-0705,5,588.25,364.35,2
ORD-010304,PRD-0039,7,211.75,175.64,2
ORD-010305,PRD-0633,7,114.79,86.59,0
ORD-010305,PRD-0448,3,137.67,90.95,0
ORD-010306,PRD-0404,5,3370.36,2482.96,0
ORD-010306,PRD-0269,2,1003.24,928.6,2
ORD-010306,PRD-0123,4,327.57,246.89,0
ORD-010306,PRD-0795,9,1694.16,996.73,0
ORD-010307,PRD-0120,9,215.83,167.57,0
ORD-010307,PRD-0135,2,180.57,134.12,0
ORD-010307,PRD-0659,9,82.02,61.83,0
ORD-010308,PRD-0164,1,185.54,137.96,0
ORD-010308,PRD-0031,1,329.68,254.23,0
ORD-010309,PRD-0630,5,669.5,497.34,0
ORD-010309,PRD-0441,4,68.1,48.54,0
ORD-010309,PRD-0453,7,30.73,21.13,0
ORD-010310,PRD-0722,10,1619.97,1056.93,2
ORD-010311,PRD-0090,8,362.64,297.3,0
ORD-010312,PRD-0173,1,184.43,147.09,0
ORD-010312,PRD-0611,8,62.52,49.59,0
ORD-010313,PRD-0031,10,329.68,254.23,0
ORD-010314,PRD-0261,1,1631.17,1534.1,0
ORD-010314,PRD-0474,8,152.11,103.28,0
ORD-010314,PRD-0524,6,57.44,40.77,0
ORD-010315,PRD-0664,6,337.26,255.67,0
ORD-010315,PRD-0555,1,117.58,74.08,0
ORD-010316,PRD-0521,2,10.12,7.05,0
ORD-010316,PRD-0203,7,3387.44,3175.3,0
ORD-010317,PRD-0333,10,9566.5,7312.58,2
ORD-010317,PRD-0540,5,154.95,100.93,0
ORD-010317,PRD-0471,1,62.33,47.12,2
ORD-010318,PRD-0595,12,530.78,395.18,2
ORD-010319,PRD-0607,1,610.88,470.65,0
ORD-010319,PRD-0509,1,186.11,130.8,0
ORD-010319,PRD-0052,7,150.65,117.65,0
ORD-010319,PRD-0477,7,53.63,38.33,2
ORD-010320,PRD-0460,6,20.65,12.5,0
ORD-010320,PRD-0207,8,3025.65,2616.48,0
ORD-010320,PRD-0305,4,1937.48,1757.61,2
ORD-010321,PRD-0756,3,1298.96,863.33,0
ORD-010321,PRD-0365,4,3226.37,2158.87,0
ORD-010322,PRD-0667,4,184.86,141.99,0
ORD-010322,PRD-0554,6,80.82,52.07,0
ORD-010322,PRD-0211,1,815.72,765.82,2
ORD-010323,PRD-0142,12,397.72,302.57,0
ORD-010323,PRD-0485,7,54.88,37.69,2
ORD-010324,PRD-0767,8,533.99,296.13,0
ORD-010324,PRD-0590,2,747.07,585.85,0
ORD-010325,PRD-0344,4,9160.45,6021.45,0
ORD-010325,PRD-0184,4,1222.3,1045.65,0
ORD-010325,PRD-0290,1,1009.03,879.96,0
ORD-010325,PRD-0698,2,545.45,420.14,0
ORD-010326,PRD-0153,1,186.2,149.1,0
ORD-010326,PRD-0748,7,279.74,192.51,2
ORD-010326,PRD-0109,2,278.02,202.76,0
ORD-010326,PRD-0683,2,145.51,105.8,0
ORD-010327,PRD-0056,2,300.86,221.05,0
ORD-010327,PRD-0219,4,3004.97,2794.86,0
ORD-010327,PRD-0031,1,329.68,254.23,0
ORD-010328,PRD-0589,9,122.19,89.97,2
ORD-010328,PRD-0244,6,2420.86,2144.47,0
ORD-010329,PRD-0107,4,190.0,146.97,0
ORD-010329,PRD-0326,5,581.61,509.77,2
ORD-010329,PRD-0057,1,174.03,139.47,0
ORD-010329,PRD-0078,6,415.24,323.62,0
ORD-010329,PRD-0372,7,5092.91,3310.66,0
ORD-010330,PRD-0404,4,3370.36,2482.96,0
ORD-010331,PRD-0208,5,2305.76,1985.85,0
ORD-010331,PRD-0191,3,1605.57,1489.21,0
ORD-010332,PRD-0156,1,234.9,190.26,0
ORD-010332,PRD-0014,1,326.09,267.15,2
ORD-010333,PRD-0772,2,1404.88,944.57,2
ORD-010333,PRD-0015,1,288.68,228.92,0
ORD-010333,PRD-0233,6,1124.4,1294.68,24
ORD-010333,PRD-0682,3,549.15,394.59,0
ORD-010334,PRD-0618,5,281.97,204.66,0
ORD-010335,PRD-0548,3,97.85,66.96,0
ORD-010335,PRD-0373,11,6107.95,4439.1,0
ORD-010335,PRD-0623,1,442.89,342.67,0
ORD-010336,PRD-0341,5,9329.41,6514.98,0
ORD-010336,PRD-0381,9,11416.07,8675.7,0
ORD-010336,PRD-0732,3,1215.07,765.55,0
ORD-010337,PRD-0591,1,201.74,147.5,0
ORD-010337,PRD-0112,1,281.96,211.09,0
ORD-010338,PRD-0627,2,84.49,64.52,0
ORD-010338,PRD-0452,6,22.73,15.31,0
ORD-010339,PRD-0350,5,6822.79,4980.09,2
ORD-010339,PRD-0637,5,526.96,385.03,0
ORD-010339,PRD-0771,8,891.87,556.48,0
ORD-010340,PRD-0108,8,245.19,182.54,0
ORD-010340,PRD-0452,5,22.73,15.31,0
ORD-010341,PRD-0498,4,8.26,5.3,0
ORD-010341,PRD-0715,1,1842.61,1285.27,0
ORD-010341,PRD-0654,11,396.53,285.35,0
ORD-010341,PRD-0207,6,3025.65,2616.48,0
ORD-010341,PRD-0389,1,3241.51,2420.64,2
ORD-010342,PRD-0240,4,2270.09,1943.41,0
ORD-010342,PRD-0579,7,174.07,127.24,0
ORD-010343,PRD-0144,12,333.1,260.52,0
ORD-010343,PRD-0467,5,52.72,39.19,0
ORD-010343,PRD-0651,6,676.94,519.36,0
ORD-010344,PRD-0539,8,111.01,70.09,0
ORD-010344,PRD-0136,12,391.66,289.98,0
ORD-010345,PRD-0649,7,275.61,217.53,2
ORD-010346,PRD-0007,6,180.66,141.28,0
ORD-010346,PRD-0170,2,290.97,237.65,0
ORD-010347,PRD-0127,2,155.81,119.36,0
ORD-010347,PRD-0141,6,392.46,300.7,0
ORD-010347,PRD-0275,10,1297.24,1190.3,0
ORD-010347,PRD-0491,3,189.6,126.48,2
ORD-010348,PRD-0746,9,752.02,419.12,0
ORD-010348,PRD-0360,4,11488.24,8405.24,0
ORD-010349,PRD-0051,4,294.41,215.96,0
ORD-010349,PRD-0176,5,359.92,261.21,0
ORD-010350,PRD-0381,1,11187.75,8675.7,2
ORD-010351,PRD-0175,6,426.36,330.89,0
ORD-010351,PRD-0792,1,220.34,125.37,0
ORD-010351,PRD-0637,7,516.42,385.03,2
ORD-010352,PRD-0446,7,187.86,130.02,2
ORD-010352,PRD-0771,4,891.87,556.48,0
ORD-010352,PRD-0147,2,304.99,244.26,0
ORD-010353,PRD-0448,8,134.92,90.95,2
ORD-010353,PRD-0519,9,75.18,53.34,0
ORD-010353,PRD-0567,7,37.61,25.02,0
ORD-010353,PRD-0639,1,203.9,143.07,0
ORD-010354,PRD-0380,1,8144.28,6253.62,0
ORD-010355,PRD-0531,1,38.85,27.36,2
ORD-010355,PRD-0162,3,297.52,226.8,0
ORD-010356,PRD-0342,5,2443.36,1732.39,0
ORD-010356,PRD-0185,1,570.15,538.02,2
ORD-010356,PRD-0460,4,20.24,12.5,2
ORD-010357,PRD-0768,4,1220.42,813.05,0
ORD-010357,PRD-0595,6,530.78,395.18,2
ORD-010357,PRD-0126,3,375.6,276.74,0
ORD-010358,PRD-0480,6,161.91,107.16,0
ORD-010358,PRD-0062,3,281.43,208.8,2
ORD-010359,PRD-0230,4,2787.33,2595.29,3
ORD-010359,PRD-0074,3,152.9,124.23,0
ORD-010360,PRD-0490,11,109.01,68.38,3
ORD-010360,PRD-0509,1,186.11,130.8,0
ORD-010360,PRD-0205,3,2611.82,2374.15,0
ORD-010360,PRD-0283,6,677.72,639.73,5
ORD-010361,PRD-0456,4,87.62,56.51,0
ORD-010362,PRD-0553,7,82.14,52.52,0
ORD-010362,PRD-0482,6,178.36,113.72,5
ORD-010362,PRD-0543,7,45.88,30.81,5
ORD-010363,PRD-0484,3,156.23,108.25,0
ORD-010363,PRD-0687,7,384.97,297.77,0
ORD-010363,PRD-0652,1,347.18,276.04,0
ORD-010364,PRD-0001,4,149.62,124.82,5
ORD-010365,PRD-0475,2,163.61,125.44,5
ORD-010365,PRD-0207,1,3025.65,2616.48,0
ORD-010366,PRD-0173,5,178.9,147.09,3
ORD-010366,PRD-0104,9,194.27,145.94,0
ORD-010366,PRD-0558,4,73.64,50.17,0
ORD-010367,PRD-0034,7,182.86,145.63,3
ORD-010367,PRD-0357,3,3324.96,2402.93,3
ORD-010368,PRD-0389,7,3307.66,2420.64,0
ORD-010368,PRD-0484,3,156.23,108.25,0
ORD-010369,PRD-0439,3,124.14,81.21,0
ORD-010369,PRD-0748,8,285.45,192.51,0
ORD-010370,PRD-0091,2,259.27,210.79,0
ORD-010370,PRD-0571,2,111.54,67.1,0
ORD-010370,PRD-0237,1,3486.97,3272.13,0
ORD-010370,PRD-0406,4,5633.07,4149.82,5
ORD-010371,PRD-0441,4,68.1,48.54,0
ORD-010371,PRD-0067,9,350.36,267.86,0
ORD-010371,PRD-0038,4,160.75,138.4,5
ORD-010371,PRD-0615,3,343.05,252.68,0
ORD-010372,PRD-0467,6,50.08,39.19,5
ORD-010372,PRD-0284,1,1570.63,1375.55,0
ORD-010372,PRD-0712,5,483.65,258.99,0
ORD-010372,PRD-0458,4,150.3,98.41,3
ORD-010373,PRD-0736,5,1831.88,1045.13,0
ORD-010373,PRD-0695,2,495.52,366.01,0
ORD-010373,PRD-0416,1,5768.25,3781.84,0
ORD-010373,PRD-0763,7,828.75,482.55,0
ORD-010374,PRD-0331,3,9588.41,6894.22,0
ORD-010374,PRD-0254,11,2358.69,2233.41,0
ORD-010374,PRD-0495,11,85.42,53.27,0
ORD-010374,PRD-0572,7,175.59,130.84,0
ORD-010375,PRD-0389,6,3307.66,2420.64,0
ORD-010376,PRD-0734,3,1330.02,750.74,0
ORD-010376,PRD-0427,2,8698.34,6184.21,0
ORD-010377,PRD-0646,1,389.57,302.56,0
ORD-010378,PRD-0484,3,156.23,108.25,0
ORD-010378,PRD-0160,4,223.53,181.68,5
ORD-010378,PRD-0385,2,6624.57,4612.55,3
ORD-010378,PRD-0140,1,280.65,209.54,0
ORD-010379,PRD-0584,2,739.81,585.19,3
ORD-010379,PRD-0635,7,326.21,229.27,0
ORD-010379,PRD-0282,12,1164.92,1150.21,5
ORD-010379,PRD-0519,2,75.18,53.34,0
ORD-010379,PRD-0459,10,188.68,137.56,5
ORD-010380,PRD-0085,4,255.34,196.37,0
ORD-010380,PRD-0461,1,28.13,16.91,0
ORD-010381,PRD-0237,6,3312.62,3272.13,5
ORD-010381,PRD-0224,6,2866.18,2660.1,0
ORD-010382,PRD-0777,10,404.71,238.93,0
ORD-010382,PRD-0740,6,113.96,56.99,0
ORD-010383,PRD-0097,4,289.5,224.59,0
ORD-010383,PRD-0779,8,371.87,261.45,3
ORD-010383,PRD-0559,2,136.06,95.65,0
ORD-010383,PRD-0070,1,356.25,261.74,0
ORD-010384,PRD-0314,1,886.99,777.26,3
ORD-010384,PRD-0618,7,281.97,204.66,0
ORD-010384,PRD-0630,4,669.5,497.34,0
ORD-010384,PRD-0650,4,636.03,504.61,3
ORD-010385,PRD-0786,1,1831.97,1245.03,5
ORD-010385,PRD-0593,5,106.23,82.03,5
ORD-010385,PRD-0044,3,330.31,272.79,5
ORD-010385,PRD-0515,7,74.38,45.28,0
ORD-010386,PRD-0409,1,11798.98,8307.88,0
ORD-010386,PRD-0379,8,3963.02,2598.45,0
ORD-010387,PRD-0647,4,158.23,130.51,5
ORD-010387,PRD-0735,8,1690.52,882.85,3
ORD-010387,PRD-0037,1,281.43,216.21,0
ORD-010387,PRD-0323,11,2864.03,2681.19,0
ORD-010387,PRD-0737,9,579.54,312.36,0
ORD-010388,PRD-0315,5,3002.17,2821.7,0
ORD-010388,PRD-0517,4,20.37,15.26,3
ORD-010389,PRD-0178,3,331.11,270.65,0
ORD-010390,PRD-0761,6,1461.11,913.26,5
