stock_date,product_id,warehouse_id,quantity_on_hand,reorder_point,max_stock,unit_cost_eur,avg_daily_demand
2025-10-08,PRD-0073,WH-004,427,92,693,153.98,20
2025-10-08,PRD-0073,WH-003,409,86,649,153.98,20
2025-10-08,PRD-0239,WH-008,104,11,82,2500.16,3
2025-10-08,PRD-0239,WH-010,222,35,264,2500.16,8
2025-10-08,PRD-0239,WH-012,345,61,462,2500.16,14
2025-10-08,PRD-0239,WH-003,164,38,291,2500.16,12
2025-10-08,PRD-0627,WH-005,331,70,528,64.52,20
2025-10-08,PRD-0627,WH-007,112,22,168,64.52,5
2025-10-08,PRD-0627,WH-006,363,74,559,64.52,17
2025-10-08,PRD-0627,WH-010,516,97,730,64.52,29
2025-10-08,PRD-0074,WH-008,475,89,672,124.23,19
2025-10-08,PRD-0074,WH-012,24,6,51,124.23,1
2025-10-08,PRD-0074,WH-011,98,16,121,124.23,2
2025-10-08,PRD-0074,WH-006,532,98,741,124.23,23
2025-10-08,PRD-0261,WH-005,210,45,337,1534.1,7
2025-10-08,PRD-0261,WH-010,0,6,51,1534.1,2
2025-10-08,PRD-0261,WH-003,220,36,274,1534.1,7
2025-10-08,PRD-0261,WH-009,452,100,750,1534.1,38
2025-10-08,PRD-0092,WH-001,68,15,115,179.51,5
2025-10-08,PRD-0092,WH-005,327,71,538,179.51,7
2025-10-08,PRD-0092,WH-009,358,74,555,179.51,7
2025-10-08,PRD-0092,WH-003,79,8,61,179.51,2
2025-10-08,PRD-0687,WH-005,432,84,630,297.77,18
2025-10-08,PRD-0687,WH-002,175,37,282,297.77,9
2025-10-08,PRD-0687,WH-003,278,58,439,297.77,20
2025-10-08,PRD-0687,WH-008,304,54,408,297.77,9
2025-10-08,PRD-0198,WH-003,123,15,114,1558.76,4
2025-10-08,PRD-0198,WH-011,100,25,189,1558.76,3
2025-10-08,PRD-0198,WH-012,330,59,447,1558.76,18
2025-10-08,PRD-0198,WH-006,452,89,672,1558.76,29
2025-10-08,PRD-0434,WH-007,80,18,141,131.73,5
2025-10-08,PRD-0434,WH-010,402,85,637,131.73,22
2025-10-08,PRD-0434,WH-005,118,31,235,131.73,4
2025-10-08,PRD-0434,WH-011,293,50,379,131.73,17
2025-10-08,PRD-0300,WH-001,279,50,375,1843.36,11
2025-10-08,PRD-0300,WH-002,401,86,648,1843.36,28
2025-10-08,PRD-0300,WH-012,166,41,310,1843.36,13
2025-10-08,PRD-0300,WH-003,345,63,478,1843.36,8
2025-10-08,PRD-0421,WH-008,443,97,729,7670.58,31
2025-10-08,PRD-0421,WH-004,320,60,451,7670.58,12
2025-10-08,PRD-0421,WH-012,102,14,111,7670.58,2
2025-10-08,PRD-0421,WH-003,456,98,735,7670.58,38
2025-10-08,PRD-0438,WH-008,305,60,456,93.85,21
2025-10-08,PRD-0438,WH-009,93,28,210,93.85,7
2025-10-08,PRD-0438,WH-007,317,66,498,93.85,25
2025-10-08,PRD-0438,WH-001,40,16,121,93.85,3
2025-10-08,PRD-0336,WH-002,124,19,144,5321.39,4
2025-10-08,PRD-0336,WH-005,110,29,217,5321.39,7
2025-10-08,PRD-0336,WH-009,301,52,390,5321.39,6
2025-10-08,PRD-0336,WH-008,123,27,207,5321.39,8
2025-10-08,PRD-0476,WH-010,196,47,352,129.1,15
2025-10-08,PRD-0476,WH-009,489,98,741,129.1,36
2025-10-08,PRD-0476,WH-005,113,13,103,129.1,2
2025-10-08,PRD-0476,WH-001,118,31,238,129.1,10
2025-10-08,PRD-0058,WH-004,283,56,424,196.8,15
2025-10-08,PRD-0058,WH-012,471,97,732,196.8,11
2025-10-08,PRD-0058,WH-005,52,17,129,196.8,1
2025-10-08,PRD-0058,WH-011,253,42,316,196.8,11
2025-10-08,PRD-0481,WH-005,137,36,276,28.08,6
2025-10-08,PRD-0481,WH-011,123,34,255,28.08,8
2025-10-08,PRD-0481,WH-004,202,34,258,28.08,11
2025-10-08,PRD-0481,WH-008,41,13,97,28.08,3
2025-10-08,PRD-0191,WH-012,391,79,597,1489.21,25
2025-10-08,PRD-0191,WH-006,366,65,493,1489.21,13
2025-10-08,PRD-0191,WH-009,76,18,139,1489.21,4
2025-10-08,PRD-0191,WH-005,131,19,147,1489.21,4
2025-10-08,PRD-0142,WH-007,330,72,543,302.57,15
2025-10-08,PRD-0142,WH-005,253,44,330,302.57,8
2025-10-08,PRD-0142,WH-011,274,44,336,302.57,13
2025-10-08,PRD-0142,WH-009,255,58,436,302.57,17
2025-10-08,PRD-0782,WH-012,322,56,420,442.91,5
2025-10-08,PRD-0782,WH-005,0,6,49,442.91,1
2025-10-08,PRD-0782,WH-011,50,18,136,442.91,3
2025-10-08,PRD-0782,WH-009,382,72,546,442.91,21
2025-10-08,PRD-0455,WH-010,530,97,732,104.79,28
2025-10-08,PRD-0455,WH-001,114,21,159,104.79,2
2025-10-08,PRD-0455,WH-003,223,49,372,104.79,17
2025-10-08,PRD-0455,WH-007,294,66,499,104.79,7
2025-10-08,PRD-0079,WH-003,301,64,481,340.61,23
2025-10-08,PRD-0079,WH-001,279,53,403,340.61,11
2025-10-08,PRD-0079,WH-011,16,9,67,340.61,1
2025-10-08,PRD-0079,WH-005,222,49,373,340.61,19
2025-10-08,PRD-0473,WH-010,193,31,235,96.96,7
2025-10-08,PRD-0473,WH-009,313,60,450,96.96,23
2025-10-08,PRD-0473,WH-011,350,74,556,96.96,16
2025-10-08,PRD-0473,WH-006,141,19,142,96.96,7
2025-10-08,PRD-0522,WH-011,75,9,70,5.1,1
2025-10-08,PRD-0522,WH-010,430,89,670,5.1,17
2025-10-08,PRD-0522,WH-001,275,53,403,5.1,15
2025-10-08,PRD-0522,WH-003,50,7,55,5.1,2
2025-10-08,PRD-0449,WH-006,26,12,91,75.13,2
2025-10-08,PRD-0449,WH-003,417,75,568,75.13,13
2025-10-08,PRD-0449,WH-008,336,74,558,75.13,27
2025-10-08,PRD-0449,WH-012,415,78,589,75.13,23
2025-10-08,PRD-0466,WH-003,392,69,523,33.21,7
2025-10-08,PRD-0466,WH-007,487,88,660,33.21,13
2025-10-08,PRD-0466,WH-008,238,46,349,33.21,9
2025-10-08,PRD-0466,WH-005,445,93,699,33.21,13
2025-10-08,PRD-0728,WH-007,441,89,670,248.7,9
2025-10-08,PRD-0728,WH-012,20,5,42,248.7,1
2025-10-08,PRD-0728,WH-010,235,53,399,248.7,20
2025-10-08,PRD-0728,WH-011,93,9,70,248.7,2
2025-10-08,PRD-0176,WH-009,36,10,76,261.21,1
2025-10-08,PRD-0176,WH-010,2,6,48,261.21,2
2025-10-08,PRD-0176,WH-006,257,42,318,261.21,15
2025-10-08,PRD-0176,WH-004,347,68,511,261.21,25
2025-10-08,PRD-0551,WH-012,79,10,78,70.47,3
2025-10-08,PRD-0551,WH-002,497,93,697,70.47,11
2025-10-08,PRD-0551,WH-006,371,79,597,70.47,27
2025-10-08,PRD-0551,WH-005,73,4,36,70.47,1
2025-10-08,PRD-0553,WH-003,330,70,528,52.52,21
2025-10-08,PRD-0553,WH-011,186,36,271,52.52,6
2025-10-08,PRD-0553,WH-004,246,49,367,52.52,5
2025-10-08,PRD-0553,WH-005,211,33,249,52.52,10
2025-10-08,PRD-0472,WH-006,188,41,313,84.25,12
2025-10-08,PRD-0472,WH-009,20,5,42,84.25,1
2025-10-08,PRD-0472,WH-005,75,21,160,84.25,3
2025-10-08,PRD-0472,WH-008,398,84,630,84.25,32
2025-10-08,PRD-0064,WH-012,319,64,486,169.77,15
2025-10-08,PRD-0064,WH-004,233,37,280,169.77,13
2025-10-08,PRD-0064,WH-011,242,56,420,169.77,9
2025-10-08,PRD-0064,WH-009,120,15,114,169.77,1
2025-10-08,PRD-0672,WH-003,218,50,379,134.88,14
2025-10-08,PRD-0672,WH-005,154,22,166,134.88,7
2025-10-08,PRD-0672,WH-007,308,55,418,134.88,16
2025-10-08,PRD-0672,WH-002,200,40,301,134.88,12
2025-10-08,PRD-0305,WH-004,361,76,570,1757.61,15
2025-10-08,PRD-0305,WH-010,149,31,235,1757.61,10
2025-10-08,PRD-0305,WH-002,468,94,706,1757.61,20
2025-10-08,PRD-0305,WH-001,145,37,283,1757.61,3
2025-10-08,PRD-0279,WH-011,430,91,682,577.69,14
2025-10-08,PRD-0279,WH-005,386,84,630,577.69,11
2025-10-08,PRD-0279,WH-001,354,69,520,577.69,15
2025-10-08,PRD-0279,WH-008,65,5,39,577.69,1
2025-10-08,PRD-0310,WH-010,128,29,217,626.5,9
2025-10-08,PRD-0310,WH-005,383,85,639,626.5,30
2025-10-08,PRD-0310,WH-011,326,60,453,626.5,13
2025-10-08,PRD-0310,WH-007,88,21,159,626.5,5
2025-10-08,PRD-0448,WH-005,424,79,592,90.95,31
2025-10-08,PRD-0448,WH-008,438,94,711,90.95,18
2025-10-08,PRD-0448,WH-001,250,53,397,90.95,17
2025-10-08,PRD-0448,WH-006,504,98,738,90.95,35
2025-10-08,PRD-0177,WH-001,385,85,637,213.87,13
2025-10-08,PRD-0177,WH-011,527,97,732,213.87,24
2025-10-08,PRD-0177,WH-003,176,40,303,213.87,16
2025-10-08,PRD-0177,WH-005,449,79,598,213.87,14
2025-10-08,PRD-0753,WH-008,290,55,415,465.31,5
2025-10-08,PRD-0753,WH-007,426,95,712,465.31,14
2025-10-08,PRD-0753,WH-001,455,90,675,465.31,29
2025-10-08,PRD-0753,WH-009,150,30,225,465.31,6
2025-10-08,PRD-0139,WH-007,401,77,580,331.5,24
2025-10-08,PRD-0139,WH-008,525,98,738,331.5,35
2025-10-08,PRD-0139,WH-005,200,49,370,331.5,19
2025-10-08,PRD-0139,WH-009,310,70,531,331.5,21
2025-10-08,PRD-0233,WH-004,406,87,652,1294.68,20
2025-10-08,PRD-0233,WH-010,498,96,726,1294.68,16
2025-10-08,PRD-0233,WH-003,264,61,462,1294.68,7
2025-10-08,PRD-0233,WH-012,76,18,135,1294.68,4
2025-10-08,PRD-0112,WH-005,449,93,697,211.09,33
2025-10-08,PRD-0112,WH-002,438,82,616,211.09,23
2025-10-08,PRD-0112,WH-006,304,70,526,211.09,26
2025-10-08,PRD-0112,WH-004,182,28,211,211.09,7
2025-10-08,PRD-0061,WH-003,261,56,421,172.95,8
2025-10-08,PRD-0061,WH-008,189,42,319,172.95,8
2025-10-08,PRD-0061,WH-004,436,77,579,172.95,21
2025-10-08,PRD-0061,WH-012,172,41,309,172.95,14
2025-10-08,PRD-0370,WH-004,230,38,289,7691.07,5
2025-10-08,PRD-0370,WH-006,530,98,736,7691.07,35
2025-10-08,PRD-0370,WH-005,105,18,139,7691.07,4
2025-10-08,PRD-0370,WH-010,225,50,376,7691.07,18
2025-10-08,PRD-0366,WH-012,445,96,720,8077.13,20
2025-10-08,PRD-0366,WH-005,423,92,690,8077.13,34
2025-10-08,PRD-0366,WH-009,13,5,37,8077.13,1
2025-10-08,PRD-0366,WH-001,196,45,337,8077.13,11
2025-10-08,PRD-0185,WH-007,258,42,315,538.02,15
2025-10-08,PRD-0185,WH-005,183,34,255,538.02,5
2025-10-08,PRD-0185,WH-006,271,46,345,538.02,4
2025-10-08,PRD-0185,WH-011,57,4,33,538.02,1
2025-10-08,PRD-0654,WH-008,0,7,52,285.35,2
2025-10-08,PRD-0654,WH-006,157,39,297,285.35,5
2025-10-08,PRD-0654,WH-002,118,29,222,285.35,4
2025-10-08,PRD-0654,WH-001,188,41,312,285.35,8
2025-10-08,PRD-0566,WH-012,257,48,366,95.25,14
2025-10-08,PRD-0566,WH-006,201,41,312,95.25,4
2025-10-08,PRD-0566,WH-011,91,25,193,95.25,7
2025-10-08,PRD-0566,WH-009,108,20,150,95.25,3
2025-10-08,PRD-0797,WH-002,513,99,747,1200.09,28
2025-10-08,PRD-0797,WH-009,87,7,55,1200.09,2
2025-10-08,PRD-0797,WH-006,330,67,508,1200.09,7
2025-10-08,PRD-0797,WH-007,427,90,676,1200.09,20
2025-10-08,PRD-0536,WH-010,513,94,705,99.33,34
2025-10-08,PRD-0536,WH-012,360,76,570,99.33,25
2025-10-08,PRD-0536,WH-004,369,79,595,99.33,26
2025-10-08,PRD-0536,WH-011,333,67,504,99.33,10
2025-10-08,PRD-0784,WH-008,116,28,216,377.51,3
2025-10-08,PRD-0784,WH-007,205,35,264,377.51,7
2025-10-08,PRD-0784,WH-005,327,67,504,377.51,15
2025-10-08,PRD-0784,WH-003,290,62,466,377.51,6
2025-10-08,PRD-0491,WH-008,295,55,418,126.48,9
2025-10-08,PRD-0491,WH-011,115,25,187,126.48,7
2025-10-08,PRD-0491,WH-001,167,26,196,126.48,3
2025-10-08,PRD-0491,WH-009,92,26,196,126.48,7
2025-10-08,PRD-0365,WH-009,84,11,84,2158.87,1
2025-10-08,PRD-0365,WH-001,109,15,114,2158.87,4
2025-10-08,PRD-0365,WH-005,435,88,666,2158.87,12
2025-10-08,PRD-0365,WH-002,377,71,534,2158.87,15
2025-10-08,PRD-0501,WH-007,218,47,358,116.4,9
2025-10-08,PRD-0501,WH-006,144,35,264,116.4,13
2025-10-08,PRD-0501,WH-005,263,43,328,116.4,16
2025-10-08,PRD-0501,WH-008,63,21,163,116.4,7
2025-10-08,PRD-0594,WH-006,319,58,438,267.2,12
2025-10-08,PRD-0594,WH-004,503,97,729,267.2,25
2025-10-08,PRD-0594,WH-007,313,67,508,267.2,18
2025-10-08,PRD-0594,WH-010,384,73,547,267.2,7
2025-10-08,PRD-0586,WH-008,222,48,363,161.53,17
2025-10-08,PRD-0586,WH-006,225,52,394,161.53,17
2025-10-08,PRD-0586,WH-005,417,88,660,161.53,22
2025-10-08,PRD-0586,WH-011,171,29,222,161.53,8
2025-10-08,PRD-0045,WH-005,201,31,238,254.0,5
2025-10-08,PRD-0045,WH-004,77,6,49,254.0,2
2025-10-08,PRD-0045,WH-003,449,95,712,254.0,34
2025-10-08,PRD-0045,WH-009,224,40,303,254.0,6
2025-10-08,PRD-0249,WH-011,309,64,486,562.7,10
2025-10-08,PRD-0249,WH-004,207,48,361,562.7,8
2025-10-08,PRD-0249,WH-006,440,94,709,562.7,20
2025-10-08,PRD-0249,WH-001,94,25,187,562.7,7
2025-10-08,PRD-0299,WH-012,179,36,274,2013.84,13
2025-10-08,PRD-0299,WH-001,314,69,520,2013.84,17
2025-10-08,PRD-0299,WH-011,111,16,121,2013.84,3
2025-10-08,PRD-0299,WH-010,291,48,361,2013.84,11
2025-10-08,PRD-0512,WH-001,362,81,612,61.99,24
2025-10-08,PRD-0512,WH-009,388,68,511,61.99,22
2025-10-08,PRD-0512,WH-008,332,71,535,61.99,18
2025-10-08,PRD-0512,WH-005,2,6,45,61.99,1
2025-10-08,PRD-0645,WH-004,218,50,378,566.37,9
2025-10-08,PRD-0645,WH-011,300,51,384,566.37,10
2025-10-08,PRD-0645,WH-002,433,86,649,566.37,31
2025-10-08,PRD-0645,WH-007,329,65,492,566.37,10
2025-10-08,PRD-0323,WH-009,384,84,634,2681.19,30
2025-10-08,PRD-0323,WH-012,65,18,136,2681.19,6
2025-10-08,PRD-0323,WH-011,334,62,468,2681.19,13
2025-10-08,PRD-0323,WH-005,112,26,199,2681.19,8
2025-10-08,PRD-0626,WH-006,279,65,490,484.31,20
2025-10-08,PRD-0626,WH-009,105,28,211,484.31,4
2025-10-08,PRD-0626,WH-010,44,9,69,484.31,1
2025-10-08,PRD-0626,WH-011,439,79,594,484.31,10
2025-10-08,PRD-0258,WH-008,307,61,463,1807.25,16
2025-10-08,PRD-0258,WH-003,434,85,640,1807.25,16
2025-10-08,PRD-0258,WH-005,438,84,636,1807.25,12
2025-10-08,PRD-0258,WH-009,448,95,714,1807.25,26
2025-10-08,PRD-0741,WH-011,453,98,738,452.55,12
2025-10-08,PRD-0741,WH-009,398,72,541,452.55,24
2025-10-08,PRD-0741,WH-004,298,65,487,452.55,13
2025-10-08,PRD-0741,WH-010,91,22,169,452.55,4
2025-10-08,PRD-0441,WH-004,302,68,516,48.54,21
2025-10-08,PRD-0441,WH-007,218,50,379,48.54,6
2025-10-08,PRD-0441,WH-005,325,66,495,48.54,14
2025-10-08,PRD-0441,WH-011,390,79,598,48.54,25
2025-10-08,PRD-0433,WH-005,213,34,258,137.71,4
2025-10-08,PRD-0433,WH-010,502,96,726,137.71,31
2025-10-08,PRD-0433,WH-002,82,23,174,137.71,4
2025-10-08,PRD-0433,WH-009,223,47,358,137.71,11
2025-10-08,PRD-0008,WH-009,289,49,373,187.08,10
2025-10-08,PRD-0008,WH-008,124,30,225,187.08,6
2025-10-08,PRD-0008,WH-007,325,74,561,187.08,25
2025-10-08,PRD-0008,WH-003,200,41,309,187.08,9
2025-10-08,PRD-0113,WH-008,150,37,282,188.36,7
2025-10-08,PRD-0113,WH-010,400,74,556,188.36,11
2025-10-08,PRD-0113,WH-009,242,46,345,188.36,9
2025-10-08,PRD-0113,WH-004,330,67,508,188.36,16
2025-10-08,PRD-0419,WH-001,213,48,360,7445.98,8
2025-10-08,PRD-0419,WH-005,226,54,411,7445.98,11
2025-10-08,PRD-0419,WH-004,247,42,318,7445.98,14
2025-10-08,PRD-0419,WH-006,319,59,448,7445.98,7
2025-10-08,PRD-0548,WH-009,128,18,138,66.96,4
2025-10-08,PRD-0548,WH-012,282,52,390,66.96,6
2025-10-08,PRD-0548,WH-003,174,24,186,66.96,3
2025-10-08,PRD-0548,WH-008,373,73,549,66.96,18
2025-10-08,PRD-0677,WH-006,429,89,670,239.03,13
2025-10-08,PRD-0677,WH-003,277,60,456,239.03,16
2025-10-08,PRD-0677,WH-005,180,44,330,239.03,11
2025-10-08,PRD-0677,WH-004,451,97,733,239.03,31
2025-10-09,PRD-0663,WH-010,278,49,373,267.42,9
2025-10-09,PRD-0663,WH-006,3,7,55,267.42,1
2025-10-09,PRD-0663,WH-004,164,32,240,267.42,10
2025-10-09,PRD-0663,WH-002,378,70,529,267.42,19
2025-10-09,PRD-0618,WH-006,237,51,384,204.66,11
2025-10-09,PRD-0618,WH-002,397,78,591,204.66,10
2025-10-09,PRD-0618,WH-001,252,49,370,204.66,15
2025-10-09,PRD-0618,WH-005,128,24,180,204.66,3
2025-10-09,PRD-0415,WH-001,273,50,376,5081.7,10
2025-10-09,PRD-0415,WH-009,206,50,379,5081.7,16
2025-10-09,PRD-0415,WH-010,309,61,459,5081.7,13
2025-10-09,PRD-0415,WH-008,88,14,106,5081.7,3
2025-10-09,PRD-0351,WH-001,413,75,567,7136.11,11
2025-10-09,PRD-0351,WH-008,303,69,522,7136.11,16
2025-10-09,PRD-0351,WH-005,269,60,456,7136.11,13
2025-10-09,PRD-0351,WH-007,78,8,63,7136.11,1
2025-10-09,PRD-0096,WH-010,59,16,124,183.43,3
2025-10-09,PRD-0096,WH-004,362,64,486,183.43,8
2025-10-09,PRD-0096,WH-006,131,32,246,183.43,8
2025-10-09,PRD-0096,WH-001,344,70,525,183.43,18
2025-10-09,PRD-0634,WH-010,254,43,324,363.92,11
2025-10-09,PRD-0634,WH-003,174,28,216,363.92,9
2025-10-09,PRD-0634,WH-005,251,48,360,363.92,10
2025-10-09,PRD-0634,WH-006,53,20,153,363.92,4
2025-10-09,PRD-0492,WH-006,131,28,213,103.1,8
2025-10-09,PRD-0492,WH-012,33,12,90,103.1,2
2025-10-09,PRD-0492,WH-001,25,9,72,103.1,3
2025-10-09,PRD-0492,WH-005,185,27,204,103.1,8
2025-10-09,PRD-0614,WH-010,168,32,246,89.27,4
2025-10-09,PRD-0614,WH-003,481,98,738,89.27,21
2025-10-09,PRD-0614,WH-005,242,57,433,89.27,13
2025-10-09,PRD-0614,WH-012,224,46,346,89.27,18
2025-10-09,PRD-0620,WH-010,305,71,532,571.81,26
2025-10-09,PRD-0620,WH-006,321,67,504,571.81,16
2025-10-09,PRD-0620,WH-002,375,75,567,571.81,29
2025-10-09,PRD-0620,WH-011,112,18,138,571.81,6
2025-10-09,PRD-0537,WH-012,230,36,274,85.76,12
2025-10-09,PRD-0537,WH-008,275,54,411,85.76,18
2025-10-09,PRD-0537,WH-001,332,60,451,85.76,22
2025-10-09,PRD-0537,WH-003,408,76,576,85.76,21
2025-10-09,PRD-0134,WH-006,243,46,346,346.02,17
2025-10-09,PRD-0134,WH-010,388,75,562,346.02,24
2025-10-09,PRD-0134,WH-007,0,7,54,346.02,1
2025-10-09,PRD-0134,WH-001,373,82,618,346.02,18
2025-10-09,PRD-0311,WH-008,406,87,657,1310.93,31
2025-10-09,PRD-0311,WH-004,490,88,666,1310.93,19
2025-10-09,PRD-0311,WH-009,318,62,469,1310.93,24
2025-10-09,PRD-0311,WH-001,529,96,720,1310.93,10
2025-10-09,PRD-0676,WH-005,309,59,442,355.84,9
2025-10-09,PRD-0676,WH-012,472,90,676,355.84,19
2025-10-09,PRD-0676,WH-007,146,28,211,355.84,10
2025-10-09,PRD-0676,WH-006,361,73,553,355.84,10
2025-10-09,PRD-0149,WH-008,230,48,360,232.76,5
2025-10-09,PRD-0149,WH-003,249,41,312,232.76,6
2025-10-09,PRD-0149,WH-006,215,49,370,232.76,7
2025-10-09,PRD-0149,WH-007,421,77,583,232.76,19
2025-10-09,PRD-0692,WH-012,313,68,513,279.73,24
2025-10-09,PRD-0692,WH-010,62,6,51,279.73,2
2025-10-09,PRD-0692,WH-009,100,19,142,279.73,3
2025-10-09,PRD-0692,WH-008,88,10,76,279.73,3
2025-10-09,PRD-0430,WH-010,237,41,312,5108.44,16
2025-10-09,PRD-0430,WH-001,367,79,592,5108.44,9
2025-10-09,PRD-0430,WH-003,259,61,462,5108.44,10
2025-10-09,PRD-0430,WH-002,198,31,238,5108.44,11
2025-10-09,PRD-0222,WH-006,297,64,484,1860.65,9
2025-10-09,PRD-0222,WH-009,166,26,199,1860.65,9
2025-10-09,PRD-0222,WH-007,194,48,363,1860.65,8
2025-10-09,PRD-0222,WH-011,274,47,355,1860.65,14
2025-10-09,PRD-0248,WH-008,375,66,498,2850.47,13
2025-10-09,PRD-0248,WH-011,363,74,556,2850.47,8
2025-10-09,PRD-0248,WH-010,129,23,172,2850.47,3
2025-10-09,PRD-0248,WH-007,344,65,490,2850.47,23
2025-10-09,PRD-0442,WH-003,272,56,421,65.39,21
2025-10-09,PRD-0442,WH-012,293,53,402,65.39,19
2025-10-09,PRD-0442,WH-002,345,63,477,65.39,9
2025-10-09,PRD-0442,WH-004,282,63,477,65.39,10
2025-10-09,PRD-0091,WH-007,374,81,607,210.79,21
2025-10-09,PRD-0091,WH-001,148,36,271,210.79,3
2025-10-09,PRD-0091,WH-011,5,6,46,210.79,1
2025-10-09,PRD-0091,WH-004,234,56,420,210.79,6
2025-10-09,PRD-0789,WH-011,445,93,700,916.63,27
2025-10-09,PRD-0789,WH-006,392,71,537,916.63,9
2025-10-09,PRD-0789,WH-009,190,47,355,916.63,7
2025-10-09,PRD-0789,WH-007,251,40,301,916.63,7
2025-10-09,PRD-0686,WH-002,76,24,184,238.18,2
2025-10-09,PRD-0686,WH-012,412,78,591,238.18,29
2025-10-09,PRD-0686,WH-003,181,40,303,238.18,8
2025-10-09,PRD-0686,WH-001,26,11,82,238.18,1
2025-10-09,PRD-0628,WH-008,439,84,634,329.25,10
2025-10-09,PRD-0628,WH-006,296,49,373,329.25,5
2025-10-09,PRD-0628,WH-005,330,70,526,329.25,7
2025-10-09,PRD-0628,WH-001,390,75,565,329.25,8
2025-10-09,PRD-0183,WH-007,261,45,343,2112.54,14
2025-10-09,PRD-0183,WH-003,24,14,108,2112.54,2
2025-10-09,PRD-0183,WH-010,146,35,267,2112.54,12
2025-10-09,PRD-0183,WH-002,65,10,76,2112.54,3
2025-10-09,PRD-0117,WH-001,73,9,69,302.6,3
2025-10-09,PRD-0117,WH-003,499,94,708,302.6,21
2025-10-09,PRD-0117,WH-009,51,16,121,302.6,4
2025-10-09,PRD-0117,WH-006,326,58,439,302.6,17
2025-10-09,PRD-0615,WH-010,76,5,42,252.68,2
2025-10-09,PRD-0615,WH-005,304,58,439,252.68,8
2025-10-09,PRD-0615,WH-002,265,56,420,252.68,8
2025-10-09,PRD-0615,WH-004,70,23,177,252.68,3
2025-10-09,PRD-0141,WH-006,231,51,384,300.7,15
2025-10-09,PRD-0141,WH-008,262,46,346,300.7,7
2025-10-09,PRD-0141,WH-001,33,6,48,300.7,1
2025-10-09,PRD-0141,WH-002,268,55,415,300.7,6
2025-10-09,PRD-0084,WH-009,457,88,666,271.5,27
2025-10-09,PRD-0084,WH-011,240,49,372,271.5,15
2025-10-09,PRD-0084,WH-006,219,33,253,271.5,9
2025-10-09,PRD-0084,WH-001,228,55,415,271.5,6
2025-10-09,PRD-0296,WH-004,407,90,678,1541.82,18
2025-10-09,PRD-0296,WH-008,176,26,201,1541.82,3
2025-10-09,PRD-0296,WH-001,299,68,511,1541.82,15
2025-10-09,PRD-0296,WH-002,381,75,562,1541.82,12
2025-10-09,PRD-0405,WH-007,266,50,381,5748.51,7
2025-10-09,PRD-0405,WH-004,396,71,535,5748.51,19
2025-10-09,PRD-0405,WH-006,301,58,435,5748.51,17
2025-10-09,PRD-0405,WH-002,372,83,622,5748.51,20
2025-10-09,PRD-0360,WH-006,450,80,600,8405.24,28
2025-10-09,PRD-0360,WH-002,291,49,369,8405.24,10
2025-10-09,PRD-0360,WH-007,110,14,111,8405.24,4
2025-10-09,PRD-0360,WH-001,403,77,582,8405.24,30
2025-10-09,PRD-0682,WH-007,260,44,330,394.59,8
2025-10-09,PRD-0682,WH-009,164,25,190,394.59,5
2025-10-09,PRD-0682,WH-004,8,11,87,394.59,2
2025-10-09,PRD-0682,WH-002,460,87,657,394.59,12
2025-10-09,PRD-0171,WH-004,475,97,727,279.55,13
2025-10-09,PRD-0171,WH-012,231,41,310,279.55,13
2025-10-09,PRD-0171,WH-005,162,30,226,279.55,5
2025-10-09,PRD-0171,WH-009,264,43,328,279.55,8
2025-10-09,PRD-0701,WH-011,96,27,204,187.23,10
2025-10-09,PRD-0701,WH-008,234,52,390,187.23,17
2025-10-09,PRD-0701,WH-010,337,65,489,187.23,6
2025-10-09,PRD-0701,WH-003,305,53,397,187.23,19
2025-10-09,PRD-0503,WH-007,504,97,730,86.19,31
2025-10-09,PRD-0503,WH-010,165,29,223,86.19,6
2025-10-09,PRD-0503,WH-003,97,17,133,86.19,4
2025-10-09,PRD-0503,WH-009,443,84,636,86.19,33
2025-10-09,PRD-0571,WH-007,465,87,658,67.1,31
2025-10-09,PRD-0571,WH-012,102,17,132,67.1,6
2025-10-09,PRD-0571,WH-008,219,40,303,67.1,12
2025-10-09,PRD-0571,WH-005,207,33,252,67.1,6
2025-10-09,PRD-0329,WH-003,274,59,445,2839.57,21
2025-10-09,PRD-0329,WH-012,204,50,381,2839.57,8
2025-10-09,PRD-0329,WH-007,70,11,85,2839.57,3
2025-10-09,PRD-0329,WH-008,89,18,136,2839.57,5
2025-10-09,PRD-0721,WH-005,169,27,205,782.48,9
2025-10-09,PRD-0721,WH-007,480,90,679,782.48,21
2025-10-09,PRD-0721,WH-001,56,15,114,782.48,1
2025-10-09,PRD-0721,WH-006,399,74,555,782.48,14
2025-10-09,PRD-0756,WH-012,419,79,592,863.33,26
2025-10-09,PRD-0756,WH-001,483,97,730,863.33,10
2025-10-09,PRD-0756,WH-011,320,67,504,863.33,15
2025-10-09,PRD-0756,WH-002,456,83,622,863.33,18
2025-10-09,PRD-0254,WH-006,475,95,712,2233.41,10
2025-10-09,PRD-0254,WH-009,448,98,735,2233.41,36
2025-10-09,PRD-0254,WH-008,189,38,291,2233.41,14
2025-10-09,PRD-0254,WH-011,60,4,31,2233.41,1
2025-10-09,PRD-0053,WH-002,378,78,591,200.55,13
2025-10-09,PRD-0053,WH-010,292,62,468,200.55,15
2025-10-09,PRD-0053,WH-003,139,19,145,200.55,3
2025-10-09,PRD-0053,WH-005,349,68,514,200.55,15
