order_id,customer_id,rep_id,warehouse_id,order_date,ship_date,status
ORD-022065,CLI-00501,REP-012,WH-002,2025-09-28,2025-10-08,shipped
ORD-022066,CLI-00501,REP-018,WH-001,2025-04-13,2025-04-15,completed
ORD-022067,CLI-00501,REP-022,WH-001,2025-09-19,2025-09-22,shipped
ORD-022068,CLI-00501,REP-010,WH-003,2024-05-25,2024-06-08,completed
ORD-022069,CLI-00501,REP-022,WH-001,2024-10-20,2024-10-27,completed
ORD-022070,CLI-00501,REP-022,WH-002,2025-12-15,2025-12-20,completed
ORD-022071,CLI-00501,REP-022,WH-002,2025-06-17,2025-06-19,completed
ORD-022072,CLI-00501,REP-001,WH-002,2025-09-06,2025-09-09,completed
ORD-022073,CLI-00501,REP-056,WH-001,2024-10-19,2024-10-21,completed
ORD-022074,CLI-00501,REP-010,WH-001,2025-07-18,2025-07-23,completed
ORD-022075,CLI-00501,REP-022,WH-003,2025-09-20,2025-09-27,completed
ORD-022076,CLI-00501,REP-022,WH-002,2024-02-22,2024-02-25,completed
ORD-022077,CLI-00501,REP-022,WH-001,2025-04-21,2025-05-01,completed
ORD-022078,CLI-00501,REP-022,WH-003,2025-03-03,2025-03-08,completed
ORD-022079,CLI-00501,REP-022,WH-002,2024-10-23,2024-10-26,completed
ORD-022080,CLI-00501,REP-022,WH-001,2025-07-19,2025-07-26,completed
ORD-022081,CLI-00501,REP-022,WH-003,2025-08-20,2025-08-25,shipped
ORD-022082,CLI-00501,REP-022,WH-003,2025-04-20,2025-04-22,processing
ORD-022083,CLI-00501,REP-022,WH-002,2025-11-05,2025-11-08,completed
ORD-022084,CLI-00501,REP-022,WH-001,2025-05-14,2025-05-19,processing
ORD-022085,CLI-00501,REP-032,WH-003,2024-06-06,2024-06-11,completed
ORD-022086,CLI-00501,REP-051,WH-003,2025-05-09,2025-05-12,completed
ORD-022087,CLI-00501,REP-026,WH-002,2025-11-19,2025-12-03,completed
ORD-022088,CLI-00501,REP-022,WH-003,2025-01-14,2025-01-16,processing
ORD-022089,CLI-00501,REP-022,WH-001,2025-03-11,2025-03-16,completed
ORD-022090,CLI-00501,REP-029,WH-002,2024-09-13,2024-09-16,completed
ORD-022091,CLI-00502,REP-023,WH-009,2024-01-12,2024-01-17,shipped
ORD-022092,CLI-00502,REP-023,WH-009,2025-11-06,2025-11-09,processing
ORD-022093,CLI-00502,REP-002,WH-010,2025-10-16,2025-10-19,processing
ORD-022094,CLI-00502,REP-024,WH-009,2025-01-19,2025-01-24,shipped
ORD-022095,CLI-00502,REP-023,WH-010,2025-08-17,2025-08-20,completed
ORD-022096,CLI-00502,REP-034,WH-010,2025-07-20,2025-07-22,completed
ORD-022097,CLI-00502,REP-023,WH-009,2024-05-14,2024-05-21,cancelled
ORD-022098,CLI-00502,REP-023,WH-010,2025-08-08,2025-08-11,shipped
ORD-022099,CLI-00502,REP-023,WH-010,2025-03-19,2025-03-22,completed
ORD-022100,CLI-00502,REP-023,WH-009,2024-05-10,2024-05-17,shipped
ORD-022101,CLI-00502,REP-023,WH-010,2024-11-20,2024-11-23,shipped
ORD-022102,CLI-00502,REP-023,WH-009,2025-04-24,2025-04-26,completed
ORD-022103,CLI-00503,REP-024,WH-009,2024-07-21,2024-07-23,completed
ORD-022104,CLI-00503,REP-024,WH-009,2025-03-19,2025-03-24,completed
ORD-022105,CLI-00503,REP-024,WH-009,2025-03-17,2025-03-20,completed
ORD-022106,CLI-00503,REP-024,WH-009,2025-10-14,2025-10-24,completed
ORD-022107,CLI-00503,REP-024,WH-010,2024-09-19,2024-09-26,completed
ORD-022108,CLI-00503,REP-024,WH-010,2025-05-09,2025-05-23,completed
ORD-022109,CLI-00503,REP-024,WH-010,2024-09-18,2024-09-25,completed
ORD-022110,CLI-00503,REP-028,WH-010,2024-02-04,2024-02-06,completed
ORD-022111,CLI-00503,REP-024,WH-009,2024-06-08,2024-06-13,completed
ORD-022112,CLI-00503,REP-024,WH-010,2025-04-07,2025-04-21,shipped
ORD-022113,CLI-00503,REP-024,WH-010,2025-05-01,2025-05-08,completed
ORD-022114,CLI-00503,REP-024,WH-010,2025-05-01,2025-05-04,completed
ORD-022115,CLI-00503,REP-008,WH-009,2025-05-20,2025-05-23,completed
ORD-022116,CLI-00503,REP-024,WH-009,2025-07-02,2025-07-12,shipped
ORD-022117,CLI-00503,REP-024,WH-010,2025-03-19,2025-03-22,shipped
ORD-022118,CLI-00503,REP-026,WH-009,2025-04-27,2025-04-29,completed
ORD-022119,CLI-00503,REP-052,WH-010,2025-11-06,2025-11-20,shipped
ORD-022120,CLI-00503,REP-024,WH-009,2025-09-14,2025-09-19,processing
ORD-022121,CLI-00503,REP-024,WH-009,2025-06-07,2025-06-14,processing
ORD-022122,CLI-00503,REP-024,WH-010,2025-07-07,2025-07-17,completed
ORD-022123,CLI-00503,REP-024,WH-010,2024-02-13,2024-02-15,completed
ORD-022124,CLI-00503,REP-027,WH-010,2024-02-19,2024-02-26,completed
ORD-022125,CLI-00503,REP-019,WH-009,2024-05-15,2024-05-20,completed
ORD-022126,CLI-00503,REP-024,WH-009,2025-12-28,2026-01-04,completed
ORD-022127,CLI-00503,REP-024,WH-010,2025-01-28,2025-01-29,processing
ORD-022128,CLI-00503,REP-024,WH-010,2025-06-09,2025-06-14,completed
ORD-022129,CLI-00503,REP-024,WH-009,2025-12-05,2025-12-08,cancelled
ORD-022130,CLI-00503,REP-024,WH-009,2025-07-10,2025-07-20,completed
ORD-022131,CLI-00503,REP-024,WH-010,2024-08-15,2024-08-17,completed
ORD-022132,CLI-00503,REP-024,WH-010,2024-08-02,2024-08-09,completed
ORD-022133,CLI-00503,REP-005,WH-009,2025-02-12,2025-02-15,completed
ORD-022134,CLI-00503,REP-024,WH-009,2024-12-18,2025-01-01,completed
ORD-022135,CLI-00503,REP-024,WH-010,2024-06-28,2024-06-30,completed
ORD-022136,CLI-00503,REP-024,WH-010,2024-04-18,2024-04-23,processing
ORD-022137,CLI-00503,REP-028,WH-010,2025-11-15,2025-11-18,cancelled
ORD-022138,CLI-00503,REP-024,WH-009,2025-12-05,2025-12-12,completed
ORD-022139,CLI-00503,REP-024,WH-009,2025-07-10,2025-07-24,shipped
ORD-022140,CLI-00503,REP-043,WH-010,2025-04-17,2025-04-24,completed
ORD-022141,CLI-00503,REP-024,WH-009,2024-11-11,2024-11-13,completed
ORD-022142,CLI-00503,REP-024,WH-009,2025-04-03,2025-04-13,completed
ORD-022143,CLI-00503,REP-024,WH-009,2025-07-03,2025-07-04,shipped
ORD-022144,CLI-00503,REP-024,WH-010,2025-05-14,2025-05-16,completed
ORD-022145,CLI-00503,REP-024,WH-010,2024-11-17,2024-11-20,completed
ORD-022146,CLI-00503,REP-024,WH-009,2025-09-01,2025-09-11,completed
ORD-022147,CLI-00503,REP-024,WH-009,2024-06-11,2024-06-14,completed
ORD-022148,CLI-00503,REP-024,WH-010,2024-06-18,2024-06-20,completed
ORD-022149,CLI-00503,REP-024,WH-010,2025-05-26,2025-05-27,shipped
ORD-022150,CLI-00503,REP-024,WH-009,2025-06-09,2025-06-12,completed
ORD-022151,CLI-00503,REP-024,WH-010,2024-09-01,2024-09-11,completed
ORD-022152,CLI-00503,REP-024,WH-009,2024-10-05,2024-10-12,completed
ORD-022153,CLI-00503,REP-024,WH-009,2024-04-06,2024-04-11,completed
ORD-022154,CLI-00503,REP-023,WH-009,2025-06-18,2025-06-21,completed
ORD-022155,CLI-00503,REP-024,WH-010,2024-02-18,2024-03-10,shipped
ORD-022156,CLI-00503,REP-024,WH-009,2024-01-05,2024-01-12,completed
ORD-022157,CLI-00503,REP-006,WH-010,2024-04-23,2024-04-30,completed
ORD-022158,CLI-00503,REP-024,WH-010,2024-03-11,2024-03-21,completed
ORD-022159,CLI-00503,REP-024,WH-009,2025-02-13,2025-02-16,completed
ORD-022160,CLI-00503,REP-024,WH-009,2024-09-03,2024-09-06,completed
ORD-022161,CLI-00503,REP-024,WH-010,2024-06-27,2024-06-29,processing
ORD-022162,CLI-00503,REP-053,WH-010,2024-04-26,2024-05-03,completed
ORD-022163,CLI-00503,REP-024,WH-009,2025-11-08,2025-11-18,shipped
ORD-022164,CLI-00503,REP-024,WH-009,2025-05-10,2025-05-12,completed
ORD-022165,CLI-00503,REP-024,WH-010,2024-08-05,2024-08-12,completed
ORD-022166,CLI-00503,REP-024,WH-010,2025-02-14,2025-02-21,processing
ORD-022167,CLI-00503,REP-024,WH-009,2025-06-06,2025-06-07,completed
ORD-022168,CLI-00503,REP-024,WH-009,2025-01-15,2025-01-22,processing
ORD-022169,CLI-00503,REP-024,WH-010,2025-11-08,2025-11-18,completed
ORD-022170,CLI-00503,REP-024,WH-009,2024-12-09,2024-12-12,completed
ORD-022171,CLI-00503,REP-024,WH-010,2024-07-12,2024-07-14,completed
ORD-022172,CLI-00503,REP-024,WH-010,2025-03-06,2025-03-13,processing
ORD-022173,CLI-00503,REP-028,WH-010,2024-05-22,2024-05-24,processing
ORD-022174,CLI-00503,REP-024,WH-010,2024-11-11,2024-11-12,completed
ORD-022175,CLI-00503,REP-006,WH-010,2025-08-20,2025-08-23,shipped
ORD-022176,CLI-00503,REP-024,WH-010,2024-10-20,2024-10-30,shipped
ORD-022177,CLI-00503,REP-024,WH-009,2024-09-11,2024-09-18,completed
ORD-022178,CLI-00503,REP-050,WH-009,2025-05-02,2025-05-12,completed
ORD-022179,CLI-00504,REP-025,WH-004,2024-05-25,2024-05-28,shipped
ORD-022180,CLI-00504,REP-025,WH-005,2024-04-24,2024-04-27,cancelled
ORD-022181,CLI-00504,REP-025,WH-006,2025-07-19,2025-07-20,processing
ORD-022182,CLI-00504,REP-025,WH-006,2025-09-11,2025-09-12,processing
ORD-022183,CLI-00504,REP-025,WH-004,2025-02-10,2025-02-13,shipped
ORD-022184,CLI-00504,REP-025,WH-006,2024-01-21,2024-01-24,shipped
ORD-022185,CLI-00504,REP-025,WH-005,2025-11-21,2025-11-24,completed
ORD-022186,CLI-00504,REP-025,WH-006,2025-08-13,2025-08-27,completed
ORD-022187,CLI-00504,REP-025,WH-004,2025-05-18,2025-05-25,completed
ORD-022188,CLI-00504,REP-025,WH-005,2025-09-17,2025-09-24,completed
ORD-022189,CLI-00504,REP-025,WH-004,2025-05-16,2025-05-18,cancelled
ORD-022190,CLI-00504,REP-025,WH-005,2024-09-03,2024-09-10,completed
ORD-022191,CLI-00504,REP-025,WH-005,2025-11-08,2025-11-10,shipped
ORD-022192,CLI-00504,REP-025,WH-005,2025-03-27,2025-03-29,completed
ORD-022193,CLI-00504,REP-025,WH-004,2025-10-21,2025-10-26,shipped
ORD-022194,CLI-00504,REP-045,WH-006,2024-04-09,2024-04-23,processing
ORD-022195,CLI-00504,REP-025,WH-004,2025-04-07,2025-04-17,shipped
ORD-022196,CLI-00504,REP-025,WH-004,2025-05-27,2025-05-29,cancelled
ORD-022197,CLI-00504,REP-025,WH-005,2025-12-17,2025-12-19,completed
ORD-022198,CLI-00504,REP-025,WH-006,2024-08-27,2024-08-28,completed
ORD-022199,CLI-00504,REP-025,WH-005,2025-03-26,2025-04-05,completed
ORD-022200,CLI-00504,REP-002,WH-005,2025-01-05,2025-01-12,completed
ORD-022201,CLI-00504,REP-016,WH-006,2025-08-22,2025-08-25,completed
ORD-022202,CLI-00504,REP-025,WH-006,2025-03-05,2025-03-10,completed
ORD-022203,CLI-00504,REP-033,WH-004,2025-12-24,2026-01-03,completed
ORD-022204,CLI-00504,REP-025,WH-006,2024-06-14,2024-06-15,completed
ORD-022205,CLI-00504,REP-025,WH-006,2024-05-22,2024-05-23,completed
ORD-022206,CLI-00504,REP-025,WH-005,2024-09-12,2024-09-15,processing
ORD-022207,CLI-00504,REP-025,WH-004,2025-03-17,2025-03-18,completed
ORD-022208,CLI-00504,REP-025,WH-006,2024-01-25,2024-01-27,completed
ORD-022209,CLI-00504,REP-025,WH-006,2025-07-08,2025-07-11,completed
ORD-022210,CLI-00504,REP-025,WH-005,2024-08-06,2024-08-20,completed
ORD-022211,CLI-00504,REP-025,WH-006,2024-05-19,2024-05-24,completed
ORD-022212,CLI-00505,REP-026,WH-005,2025-12-09,2025-12-11,cancelled
ORD-022213,CLI-00505,REP-026,WH-005,2025-09-02,2025-09-12,completed
ORD-022214,CLI-00505,REP-026,WH-004,2025-08-11,2025-08-21,completed
ORD-022215,CLI-00505,REP-026,WH-005,2025-09-11,2025-09-14,completed
ORD-022216,CLI-00505,REP-026,WH-006,2025-03-08,2025-03-10,shipped
ORD-022217,CLI-00505,REP-026,WH-004,2024-10-13,2024-10-23,cancelled
ORD-022218,CLI-00505,REP-026,WH-004,2025-07-07,2025-07-17,completed
ORD-022219,CLI-00505,REP-026,WH-005,2025-10-18,2025-10-25,completed
ORD-022220,CLI-00505,REP-026,WH-005,2025-07-24,2025-07-29,completed
ORD-022221,CLI-00505,REP-026,WH-004,2025-03-18,2025-03-25,completed
ORD-022222,CLI-00505,REP-026,WH-004,2025-06-19,2025-06-26,processing
ORD-022223,CLI-00506,REP-027,WH-008,2024-05-16,2024-05-26,completed
ORD-022224,CLI-00506,REP-027,WH-008,2025-04-25,2025-04-28,completed
ORD-022225,CLI-00506,REP-027,WH-005,2025-12-15,2025-12-20,completed
ORD-022226,CLI-00506,REP-041,WH-007,2025-11-12,2025-11-15,completed
ORD-022227,CLI-00506,REP-027,WH-011,2025-09-02,2025-09-07,processing
ORD-022228,CLI-00506,REP-027,WH-006,2024-01-15,2024-01-16,completed
ORD-022229,CLI-00506,REP-027,WH-012,2025-03-25,2025-04-01,completed
ORD-022230,CLI-00506,REP-027,WH-006,2024-09-03,2024-09-06,completed
ORD-022231,CLI-00506,REP-011,WH-010,2025-04-17,2025-05-01,completed
ORD-022232,CLI-00506,REP-027,WH-004,2025-03-17,2025-03-20,completed
ORD-022233,CLI-00506,REP-022,WH-004,2024-01-20,2024-02-03,completed
ORD-022234,CLI-00506,REP-019,WH-011,2025-08-13,2025-08-15,completed
ORD-022235,CLI-00506,REP-027,WH-011,2024-01-09,2024-01-14,processing
ORD-022236,CLI-00506,REP-040,WH-007,2024-01-11,2024-01-14,completed
ORD-022237,CLI-00506,REP-027,WH-007,2025-01-05,2025-01-15,cancelled
ORD-022238,CLI-00506,REP-009,WH-010,2024-12-10,2024-12-17,completed
ORD-022239,CLI-00506,REP-027,WH-009,2025-06-02,2025-06-05,completed
ORD-022240,CLI-00506,REP-027,WH-008,2025-11-22,2025-12-02,shipped
ORD-022241,CLI-00506,REP-027,WH-006,2024-08-11,2024-08-14,shipped
ORD-022242,CLI-00506,REP-027,WH-007,2024-06-01,2024-06-03,completed
ORD-022243,CLI-00506,REP-027,WH-008,2025-06-23,2025-06-25,processing
ORD-022244,CLI-00506,REP-027,WH-012,2025-05-04,2025-05-25,shipped
ORD-022245,CLI-00506,REP-027,WH-002,2025-05-09,2025-05-16,shipped
ORD-022246,CLI-00506,REP-027,WH-002,2025-06-13,2025-06-16,processing
ORD-022247,CLI-00506,REP-027,WH-004,2025-11-08,2025-11-18,completed
ORD-022248,CLI-00506,REP-027,WH-004,2025-04-25,2025-04-28,completed
ORD-022249,CLI-00506,REP-027,WH-006,2025-07-20,2025-07-27,completed
ORD-022250,CLI-00506,REP-027,WH-002,2024-07-13,2024-07-16,completed
ORD-022251,CLI-00506,REP-011,WH-007,2025-03-09,2025-03-23,completed
ORD-022252,CLI-00506,REP-012,WH-004,2024-11-17,2024-11-22,completed
ORD-022253,CLI-00506,REP-027,WH-009,2024-05-18,2024-05-20,processing
ORD-022254,CLI-00506,REP-027,WH-007,2024-10-10,2024-10-13,processing
ORD-022255,CLI-00506,REP-027,WH-010,2024-06-22,2024-07-02,completed
ORD-022256,CLI-00506,REP-027,WH-006,2024-04-15,2024-04-20,completed
ORD-022257,CLI-00506,REP-027,WH-003,2025-06-17,2025-06-19,completed
ORD-022258,CLI-00506,REP-027,WH-003,2025-10-17,2025-10-24,completed
ORD-022259,CLI-00506,REP-039,WH-004,2025-05-23,2025-06-06,completed
ORD-022260,CLI-00506,REP-027,WH-012,2024-01-22,2024-01-29,processing
ORD-022261,CLI-00506,REP-027,WH-004,2025-07-16,2025-07-26,completed
ORD-022262,CLI-00506,REP-039,WH-004,2025-07-21,2025-08-04,processing
ORD-022263,CLI-00506,REP-040,WH-003,2025-06-19,2025-06-22,completed
ORD-022264,CLI-00506,REP-027,WH-008,2025-04-08,2025-04-22,completed
ORD-022265,CLI-00506,REP-027,WH-011,2024-03-18,2024-04-01,completed
ORD-022266,CLI-00506,REP-027,WH-003,2025-04-24,2025-04-27,completed
ORD-022267,CLI-00506,REP-027,WH-011,2024-03-27,2024-04-03,shipped
ORD-022268,CLI-00506,REP-028,WH-007,2025-04-22,2025-05-02,completed
ORD-022269,CLI-00506,REP-027,WH-007,2024-01-03,2024-01-08,completed
ORD-022270,CLI-00506,REP-041,WH-003,2025-10-18,2025-11-01,processing
ORD-022271,CLI-00506,REP-027,WH-011,2025-11-27,2025-12-07,completed
ORD-022272,CLI-00506,REP-052,WH-008,2025-08-15,2025-08-16,completed
ORD-022273,CLI-00506,REP-027,WH-001,2025-08-20,2025-09-03,completed
ORD-022274,CLI-00506,REP-027,WH-005,2024-04-12,2024-04-14,completed
ORD-022275,CLI-00506,REP-027,WH-008,2024-03-25,2024-03-28,completed
ORD-022276,CLI-00506,REP-027,WH-007,2024-09-02,2024-09-05,shipped
ORD-022277,CLI-00506,REP-027,WH-005,2024-10-06,2024-10-16,shipped
ORD-022278,CLI-00506,REP-027,WH-010,2025-05-21,2025-05-26,completed
ORD-022279,CLI-00506,REP-027,WH-010,2025-09-06,2025-09-09,completed
ORD-022280,CLI-00506,REP-027,WH-010,2025-09-26,2025-09-27,shipped
ORD-022281,CLI-00506,REP-027,WH-011,2025-02-13,2025-02-18,completed
ORD-022282,CLI-00506,REP-027,WH-001,2025-04-15,2025-04-22,completed
ORD-022283,CLI-00506,REP-027,WH-012,2024-11-05,2024-11-12,completed
ORD-022284,CLI-00506,REP-027,WH-010,2025-09-06,2025-09-27,completed
ORD-022285,CLI-00506,REP-025,WH-005,2025-04-08,2025-04-22,completed
ORD-022286,CLI-00506,REP-027,WH-005,2025-09-20,2025-09-22,completed
ORD-022287,CLI-00506,REP-023,WH-002,2025-11-25,2025-12-02,completed
ORD-022288,CLI-00506,REP-027,WH-004,2025-03-25,2025-03-30,completed
ORD-022289,CLI-00506,REP-027,WH-007,2025-02-09,2025-02-11,completed
ORD-022290,CLI-00506,REP-001,WH-010,2024-06-01,2024-06-02,shipped
ORD-022291,CLI-00506,REP-047,WH-010,2025-02-06,2025-02-20,cancelled
ORD-022292,CLI-00506,REP-027,WH-004,2024-05-26,2024-05-28,completed
ORD-022293,CLI-00506,REP-033,WH-002,2025-03-11,2025-03-18,completed
ORD-022294,CLI-00506,REP-027,WH-008,2025-03-05,2025-03-10,completed
ORD-022295,CLI-00506,REP-027,WH-008,2025-05-16,2025-05-30,shipped
ORD-022296,CLI-00506,REP-049,WH-005,2025-04-15,2025-04-20,completed
ORD-022297,CLI-00506,REP-027,WH-002,2025-06-23,2025-06-28,completed
ORD-022298,CLI-00506,REP-027,WH-005,2025-09-08,2025-09-10,completed
ORD-022299,CLI-00506,REP-027,WH-004,2025-04-15,2025-04-17,processing
ORD-022300,CLI-00506,REP-027,WH-007,2024-12-06,2024-12-08,processing
ORD-022301,CLI-00506,REP-027,WH-011,2024-03-22,2024-03-24,completed
ORD-022302,CLI-00506,REP-027,WH-007,2024-05-14,2024-05-16,completed
ORD-022303,CLI-00506,REP-027,WH-002,2025-03-27,2025-04-01,completed
ORD-022304,CLI-00506,REP-027,WH-001,2024-07-25,2024-08-04,completed
ORD-022305,CLI-00506,REP-027,WH-006,2025-08-28,2025-08-31,completed
ORD-022306,CLI-00506,REP-027,WH-004,2025-05-09,2025-05-16,processing
ORD-022307,CLI-00506,REP-027,WH-010,2024-02-22,2024-02-27,completed
ORD-022308,CLI-00506,REP-027,WH-012,2024-04-05,2024-04-19,cancelled
ORD-022309,CLI-00506,REP-027,WH-010,2025-06-26,2025-06-29,completed
ORD-022310,CLI-00506,REP-027,WH-011,2025-11-12,2025-11-17,cancelled
ORD-022311,CLI-00506,REP-027,WH-005,2024-03-11,2024-03-13,completed
ORD-022312,CLI-00506,REP-027,WH-004,2024-12-23,2024-12-26,completed
ORD-022313,CLI-00506,REP-027,WH-006,2025-11-12,2025-11-14,completed
ORD-022314,CLI-00506,REP-003,WH-008,2024-08-13,2024-08-23,completed
ORD-022315,CLI-00506,REP-027,WH-001,2025-03-11,2025-03-18,cancelled
ORD-022316,CLI-00506,REP-027,WH-007,2024-07-21,2024-07-26,completed
ORD-022317,CLI-00506,REP-027,WH-009,2024-04-23,2024-04-26,completed
ORD-022318,CLI-00506,REP-031,WH-009,2024-04-22,2024-05-06,completed
ORD-022319,CLI-00506,REP-027,WH-006,2025-07-21,2025-07-26,completed
ORD-022320,CLI-00506,REP-027,WH-009,2025-08-19,2025-08-22,shipped
ORD-022321,CLI-00506,REP-027,WH-005,2025-10-11,2025-10-16,completed
ORD-022322,CLI-00506,REP-027,WH-011,2025-09-17,2025-09-20,completed
ORD-022323,CLI-00506,REP-027,WH-011,2025-11-18,2025-11-21,completed
ORD-022324,CLI-00506,REP-027,WH-011,2024-10-19,2024-10-22,completed
ORD-022325,CLI-00506,REP-027,WH-007,2025-09-21,2025-09-26,completed
ORD-022326,CLI-00506,REP-027,WH-003,2024-08-21,2024-08-22,cancelled
ORD-022327,CLI-00506,REP-027,WH-008,2025-07-14,2025-07-17,completed
ORD-022328,CLI-00506,REP-027,WH-008,2025-06-28,2025-06-30,completed
ORD-022329,CLI-00506,REP-027,WH-008,2024-05-12,2024-05-14,completed
ORD-022330,CLI-00506,REP-057,WH-012,2024-12-22,2024-12-25,shipped
ORD-022331,CLI-00507,REP-028,WH-003,2025-05-02,2025-05-09,completed
ORD-022332,CLI-00507,REP-028,WH-006,2024-05-11,2024-05-18,shipped
ORD-022333,CLI-00507,REP-026,WH-011,2025-04-12,2025-04-13,cancelled
ORD-022334,CLI-00507,REP-028,WH-004,2025-11-18,2025-11-21,completed
ORD-022335,CLI-00507,REP-028,WH-008,2024-06-02,2024-06-23,cancelled
ORD-022336,CLI-00507,REP-016,WH-011,2025-09-20,2025-09-23,completed
ORD-022337,CLI-00507,REP-028,WH-001,2025-03-19,2025-03-22,completed
ORD-022338,CLI-00507,REP-028,WH-009,2024-02-02,2024-02-16,completed
ORD-022339,CLI-00507,REP-028,WH-008,2024-12-20,2024-12-21,processing
ORD-022340,CLI-00507,REP-051,WH-002,2025-05-13,2025-05-20,completed
ORD-022341,CLI-00507,REP-028,WH-012,2025-08-09,2025-08-19,completed
ORD-022342,CLI-00507,REP-028,WH-001,2024-08-07,2024-08-09,completed
ORD-022343,CLI-00507,REP-057,WH-002,2024-07-17,2024-07-22,completed
ORD-022344,CLI-00507,REP-028,WH-004,2025-10-01,2025-10-03,completed
ORD-022345,CLI-00507,REP-028,WH-011,2024-06-05,2024-06-07,processing
ORD-022346,CLI-00507,REP-025,WH-012,2025-03-10,2025-03-17,completed
ORD-022347,CLI-00507,REP-028,WH-001,2024-06-05,2024-06-08,completed
ORD-022348,CLI-00507,REP-034,WH-001,2025-05-10,2025-05-13,completed
ORD-022349,CLI-00507,REP-048,WH-011,2024-01-05,2024-01-07,completed
ORD-022350,CLI-00507,REP-028,WH-009,2025-07-03,2025-07-10,completed
ORD-022351,CLI-00507,REP-028,WH-005,2025-09-24,2025-09-27,completed
ORD-022352,CLI-00507,REP-028,WH-009,2025-01-02,2025-01-04,completed
ORD-022353,CLI-00507,REP-028,WH-002,2025-08-07,2025-08-10,completed
ORD-022354,CLI-00507,REP-028,WH-005,2025-04-26,2025-05-06,completed
ORD-022355,CLI-00507,REP-028,WH-003,2025-02-24,2025-03-10,cancelled
ORD-022356,CLI-00507,REP-028,WH-001,2024-11-24,2024-12-01,processing
ORD-022357,CLI-00507,REP-028,WH-012,2025-05-01,2025-05-03,completed
ORD-022358,CLI-00507,REP-028,WH-008,2024-03-15,2024-03-22,completed
ORD-022359,CLI-00508,REP-029,WH-004,2025-06-07,2025-06-10,completed
ORD-022360,CLI-00508,REP-029,WH-004,2024-02-26,2024-02-27,shipped
ORD-022361,CLI-00508,REP-029,WH-004,2025-05-08,2025-05-29,shipped
ORD-022362,CLI-00508,REP-029,WH-005,2025-09-16,2025-09-26,completed
ORD-022363,CLI-00508,REP-029,WH-004,2025-01-03,2025-01-06,shipped
ORD-022364,CLI-00508,REP-029,WH-005,2024-06-07,2024-06-12,completed
ORD-022365,CLI-00508,REP-029,WH-005,2025-12-17,2025-12-24,completed
ORD-022366,CLI-00508,REP-029,WH-005,2024-07-21,2024-07-26,completed
ORD-022367,CLI-00508,REP-058,WH-006,2024-09-25,2024-10-16,completed
ORD-022368,CLI-00509,REP-030,WH-008,2024-12-03,2024-12-05,completed
ORD-022369,CLI-00509,REP-030,WH-007,2025-08-05,2025-08-08,completed
ORD-022370,CLI-00509,REP-030,WH-007,2024-07-23,2024-07-26,cancelled
ORD-022371,CLI-00509,REP-030,WH-008,2024-01-04,2024-01-06,completed
ORD-022372,CLI-00509,REP-030,WH-008,2025-10-10,2025-10-20,cancelled
ORD-022373,CLI-00509,REP-030,WH-007,2025-05-19,2025-05-24,cancelled
ORD-022374,CLI-00509,REP-030,WH-008,2024-05-07,2024-05-14,shipped
ORD-022375,CLI-00509,REP-030,WH-008,2025-08-18,2025-08-25,cancelled
ORD-022376,CLI-00509,REP-031,WH-008,2024-05-11,2024-05-16,completed
ORD-022377,CLI-00509,REP-030,WH-008,2024-05-08,2024-05-11,completed
ORD-022378,CLI-00509,REP-030,WH-008,2025-06-17,2025-06-22,shipped
ORD-022379,CLI-00509,REP-030,WH-008,2024-07-19,2024-07-20,completed
ORD-022380,CLI-00510,REP-049,WH-001,2025-07-06,2025-07-16,processing
ORD-022381,CLI-00510,REP-031,WH-002,2024-09-04,2024-09-05,completed
ORD-022382,CLI-00510,REP-031,WH-001,2025-04-07,2025-04-12,completed
ORD-022383,CLI-00510,REP-031,WH-003,2025-06-16,2025-06-19,completed
ORD-022384,CLI-00510,REP-051,WH-003,2025-11-24,2025-12-01,completed
ORD-022385,CLI-00510,REP-031,WH-002,2025-03-19,2025-03-20,shipped
ORD-022386,CLI-00510,REP-021,WH-001,2025-05-27,2025-06-03,completed
ORD-022387,CLI-00510,REP-031,WH-001,2024-11-04,2024-11-07,shipped
ORD-022388,CLI-00511,REP-032,WH-010,2025-01-08,2025-01-22,shipped
ORD-022389,CLI-00511,REP-032,WH-010,2024-09-13,2024-09-27,processing
ORD-022390,CLI-00511,REP-042,WH-009,2024-07-14,2024-07-17,completed
ORD-022391,CLI-00511,REP-032,WH-010,2024-09-18,2024-09-25,completed
ORD-022392,CLI-00511,REP-032,WH-010,2025-04-03,2025-04-10,completed
ORD-022393,CLI-00511,REP-032,WH-009,2025-03-28,2025-04-04,completed
ORD-022394,CLI-00511,REP-032,WH-010,2025-07-07,2025-07-10,completed
ORD-022395,CLI-00511,REP-032,WH-010,2024-01-03,2024-01-08,completed
ORD-022396,CLI-00511,REP-032,WH-009,2024-10-07,2024-10-10,completed
ORD-022397,CLI-00511,REP-032,WH-009,2025-09-26,2025-10-03,processing
ORD-022398,CLI-00511,REP-032,WH-010,2025-06-19,2025-06-21,completed
ORD-022399,CLI-00511,REP-032,WH-009,2024-12-02,2024-12-04,completed
ORD-022400,CLI-00511,REP-032,WH-010,2024-02-06,2024-02-11,completed
ORD-022401,CLI-00511,REP-032,WH-010,2025-11-03,2025-11-04,completed
ORD-022402,CLI-00511,REP-032,WH-010,2024-06-18,2024-06-20,completed
