product_id,product_name,category,sub_category,brand,unit_cost_eur,list_price_eur
PRD-0296,SMA Hybride 746,Onduleurs,Hybride,SMA,1541.82,1707.24
PRD-0297,Fronius Hybride 175,Onduleurs,Hybride,Fronius,2005.75,2192.54
PRD-0298,Enphase Hybride 951,Onduleurs,Hybride,Enphase,1648.88,1746.12
PRD-0299,Huawei Hybride 192,Onduleurs,Hybride,Huawei,2013.84,2362.93
PRD-0300,Enphase Central 856,Onduleurs,Central,Enphase,1843.36,2157.05
PRD-0301,Enphase String 292,Onduleurs,String,Enphase,2865.07,3208.96
PRD-0302,GoodWe Hybride 163,Onduleurs,Hybride,GoodWe,1703.42,1822.01
PRD-0303,Huawei Central 831,Onduleurs,Central,Huawei,2507.91,2895.09
PRD-0304,GoodWe String 824,Onduleurs,String,GoodWe,2239.96,2367.61
PRD-0305,Enphase Central 472,Onduleurs,Central,Enphase,1757.61,1977.02
PRD-0306,Fronius Hybride 795,Onduleurs,Hybride,Fronius,1343.5,1539.73
PRD-0307,Fronius String 794,Onduleurs,String,Fronius,480.55,510.92
PRD-0308,Fronius Central 717,Onduleurs,Central,Fronius,956.85,1106.39
PRD-0309,Fronius Micro 458,Onduleurs,Micro,Fronius,495.55,560.81
PRD-0310,Enphase Hybride 186,Onduleurs,Hybride,Enphase,626.5,712.65
PRD-0311,GoodWe Hybride 932,Onduleurs,Hybride,GoodWe,1310.93,1505.37
PRD-0312,GoodWe Micro 620,Onduleurs,Micro,GoodWe,528.93,599.05
PRD-0313,Huawei Hybride 319,Onduleurs,Hybride,Huawei,1360.97,1460.31
PRD-0314,Enphase Hybride 258,Onduleurs,Hybride,Enphase,777.26,914.42
PRD-0315,Fronius String 889,Onduleurs,String,Fronius,2821.7,3002.17
PRD-0316,Fronius String 711,Onduleurs,String,Fronius,2757.37,3104.46
PRD-0317,SMA Central 889,Onduleurs,Central,SMA,710.13,819.19
PRD-0318,Enphase Micro 836,Onduleurs,Micro,Enphase,401.81,439.82
PRD-0319,Enphase Micro 902,Onduleurs,Micro,Enphase,1971.63,2253.91
PRD-0320,SMA Central 928,Onduleurs,Central,SMA,1846.23,2008.84
PRD-0321,SMA Central 551,Onduleurs,Central,SMA,1263.34,1477.09
PRD-0322,Fronius Central 528,Onduleurs,Central,Fronius,2510.19,2790.0
PRD-0323,SMA Micro 356,Onduleurs,Micro,SMA,2681.19,2864.03
PRD-0324,Enphase String 205,Onduleurs,String,Enphase,2770.56,3097.17
PRD-0325,Fronius String 560,Onduleurs,String,Fronius,530.87,568.4
PRD-0326,Enphase Micro 936,Onduleurs,Micro,Enphase,509.77,593.48
PRD-0327,Fronius Central 505,Onduleurs,Central,Fronius,2977.65,3277.51
PRD-0328,SMA Hybride 329,Onduleurs,Hybride,SMA,1446.41,1535.73
PRD-0329,Fronius String 765,Onduleurs,String,Fronius,2839.57,3278.64
PRD-0330,SMA Hybride 949,Onduleurs,Hybride,SMA,682.07,740.32
PRD-0331,Tesla Industriel 730,Batteries,Industriel,Tesla,6894.22,9588.41
PRD-0332,BYD Lithium-ion 253,Batteries,Lithium-ion,BYD,1646.83,2190.04
PRD-0333,BYD Industriel 224,Batteries,Industriel,BYD,7312.58,9761.73
PRD-0334,Tesla Lithium-ion 568,Batteries,Lithium-ion,Tesla,4194.94,6198.26
PRD-0335,BYD Lithium-ion 648,Batteries,Lithium-ion,BYD,7412.55,10366.88
PRD-0336,Huawei Lithium-ion 398,Batteries,Lithium-ion,Huawei,5321.39,7750.47
PRD-0337,BYD Industriel 526,Batteries,Industriel,BYD,6100.7,8148.1
PRD-0338,BYD LFP 638,Batteries,LFP,BYD,5304.02,7234.85
PRD-0339,Pylontech Lithium-ion 496,Batteries,Lithium-ion,Pylontech,8311.24,10733.31
PRD-0340,LG Chem Residentiel 169,Batteries,Residentiel,LG Chem,6949.31,9473.17
PRD-0341,Tesla Residentiel 890,Batteries,Residentiel,Tesla,6514.98,9329.41
PRD-0342,Tesla Residentiel 933,Batteries,Residentiel,Tesla,1732.39,2443.36
PRD-0343,Pylontech LFP 286,Batteries,LFP,Pylontech,8475.81,11808.19
PRD-0344,BYD LFP 137,Batteries,LFP,BYD,6021.45,9160.45
PRD-0345,Tesla Residentiel 142,Batteries,Residentiel,Tesla,1838.47,2438.06
PRD-0346,LG Chem Residentiel 656,Batteries,Residentiel,LG Chem,4660.11,7153.84
PRD-0347,LG Chem Industriel 392,Batteries,Industriel,LG Chem,1646.65,2366.21
PRD-0348,BYD Residentiel 227,Batteries,Residentiel,BYD,7853.33,10657.98
PRD-0349,Pylontech Residentiel 495,Batteries,Residentiel,Pylontech,7445.23,10894.87
PRD-0350,Tesla Residentiel 916,Batteries,Residentiel,Tesla,4980.09,6962.03
PRD-0351,BYD Residentiel 716,Batteries,Residentiel,BYD,7136.11,9270.81
PRD-0352,Huawei LFP 435,Batteries,LFP,Huawei,3785.52,4937.66
PRD-0353,LG Chem Residentiel 270,Batteries,Residentiel,LG Chem,4435.53,6459.16
PRD-0354,LG Chem Industriel 461,Batteries,Industriel,LG Chem,4436.17,6471.3
PRD-0355,LG Chem Industriel 158,Batteries,Industriel,LG Chem,5684.11,8394.69
PRD-0356,Pylontech Lithium-ion 795,Batteries,Lithium-ion,Pylontech,3807.18,5633.11
PRD-0357,BYD LFP 900,Batteries,LFP,BYD,2402.93,3427.79
PRD-0358,BYD Industriel 760,Batteries,Industriel,BYD,2444.51,3262.3
PRD-0359,LG Chem Residentiel 719,Batteries,Residentiel,LG Chem,4116.45,5828.54
PRD-0360,Pylontech LFP 881,Batteries,LFP,Pylontech,8405.24,11488.24
PRD-0361,Huawei Lithium-ion 421,Batteries,Lithium-ion,Huawei,2472.93,3376.95
PRD-0362,Tesla Residentiel 290,Batteries,Residentiel,Tesla,9012.96,11605.2
PRD-0363,Huawei Industriel 368,Batteries,Industriel,Huawei,4149.9,5869.87
PRD-0364,Pylontech Residentiel 810,Batteries,Residentiel,Pylontech,2903.88,4145.7
PRD-0365,Tesla Industriel 562,Batteries,Industriel,Tesla,2158.87,3226.37
PRD-0366,Pylontech LFP 965,Batteries,LFP,Pylontech,8077.13,11972.62
PRD-0367,LG Chem Residentiel 397,Batteries,Residentiel,LG Chem,6444.09,9095.4
PRD-0368,Tesla Residentiel 753,Batteries,Residentiel,Tesla,6012.9,9118.09
PRD-0369,LG Chem LFP 305,Batteries,LFP,LG Chem,5416.48,7087.56
PRD-0370,Tesla LFP 667,Batteries,LFP,Tesla,7691.07,9903.73
PRD-0371,Pylontech Residentiel 726,Batteries,Residentiel,Pylontech,7108.8,10036.62
PRD-0372,BYD Lithium-ion 836,Batteries,Lithium-ion,BYD,3310.66,5092.91
PRD-0373,Huawei Industriel 688,Batteries,Industriel,Huawei,4439.1,6107.95
PRD-0374,Tesla Lithium-ion 560,Batteries,Lithium-ion,Tesla,8165.58,11723.8
PRD-0375,Huawei Industriel 898,Batteries,Industriel,Huawei,3625.74,5445.15
PRD-0376,Tesla LFP 156,Batteries,LFP,Tesla,4185.45,6326.18
PRD-0377,Huawei Lithium-ion 430,Batteries,Lithium-ion,Huawei,2677.95,3530.15
PRD-0378,LG Chem LFP 390,Batteries,LFP,LG Chem,8176.31,11474.83
PRD-0379,LG Chem Lithium-ion 381,Batteries,Lithium-ion,LG Chem,2598.45,3963.02
PRD-0380,LG Chem LFP 756,Batteries,LFP,LG Chem,6253.62,8144.28
PRD-0381,Huawei LFP 774,Batteries,LFP,Huawei,8675.7,11416.07
PRD-0382,Huawei Residentiel 183,Batteries,Residentiel,Huawei,1610.47,2411.94
PRD-0383,Huawei Lithium-ion 685,Batteries,Lithium-ion,Huawei,3496.98,4646.56
PRD-0384,Huawei Industriel 742,Batteries,Industriel,Huawei,6000.93,8389.91
PRD-0385,LG Chem Residentiel 801,Batteries,Residentiel,LG Chem,4612.55,6829.45
PRD-0386,LG Chem Industriel 261,Batteries,Industriel,LG Chem,4512.59,6535.44
PRD-0387,Pylontech Industriel 721,Batteries,Industriel,Pylontech,5155.67,6842.51
PRD-0388,LG Chem LFP 981,Batteries,LFP,LG Chem,7838.95,10614.85
PRD-0389,Pylontech Residentiel 675,Batteries,Residentiel,Pylontech,2420.64,3307.66
PRD-0390,LG Chem Lithium-ion 560,Batteries,Lithium-ion,LG Chem,3375.2,4417.38
PRD-0391,Tesla LFP 493,Batteries,LFP,Tesla,2203.15,2968.12
PRD-0392,Tesla Industriel 933,Batteries,Industriel,Tesla,7705.12,11626.86
PRD-0393,Huawei Residentiel 263,Batteries,Residentiel,Huawei,6957.48,9211.28
PRD-0394,Huawei Industriel 609,Batteries,Industriel,Huawei,4439.12,6668.15
PRD-0395,BYD Lithium-ion 346,Batteries,Lithium-ion,BYD,8180.31,11452.33
PRD-0396,Huawei LFP 606,Batteries,LFP,Huawei,4276.25,5528.95
PRD-0397,LG Chem Industriel 541,Batteries,Industriel,LG Chem,4934.85,7366.91
PRD-0398,LG Chem LFP 474,Batteries,LFP,LG Chem,6313.53,9275.08
PRD-0399,Pylontech Lithium-ion 471,Batteries,Lithium-ion,Pylontech,1775.6,2511.58
PRD-0400,BYD Residentiel 663,Batteries,Residentiel,BYD,4230.24,5863.49
PRD-0401,Huawei Residentiel 199,Batteries,Residentiel,Huawei,6731.13,8803.99
PRD-0402,LG Chem Industriel 474,Batteries,Industriel,LG Chem,7321.64,9948.97
PRD-0403,Tesla LFP 141,Batteries,LFP,Tesla,5840.48,8024.63
PRD-0404,BYD Lithium-ion 585,Batteries,Lithium-ion,BYD,2482.96,3370.36
PRD-0405,Tesla Industriel 435,Batteries,Industriel,Tesla,5748.51,8062.61
PRD-0406,Tesla Residentiel 962,Batteries,Residentiel,Tesla,4149.82,5929.55
PRD-0407,Huawei Residentiel 645,Batteries,Residentiel,Huawei,3606.16,5363.73
PRD-0408,Huawei Industriel 477,Batteries,Industriel,Huawei,3368.35,4997.91
PRD-0409,BYD Residentiel 915,Batteries,Residentiel,BYD,8307.88,11798.98
PRD-0410,Huawei Lithium-ion 901,Batteries,Lithium-ion,Huawei,4413.71,6745.9
PRD-0411,BYD LFP 744,Batteries,LFP,BYD,5937.8,7835.23
PRD-0412,Tesla Industriel 686,Batteries,Industriel,Tesla,7647.28,10216.61
PRD-0413,Tesla Lithium-ion 255,Batteries,Lithium-ion,Tesla,1618.43,2189.37
PRD-0414,Tesla Industriel 582,Batteries,Industriel,Tesla,4146.01,6103.77
PRD-0415,Tesla Lithium-ion 778,Batteries,Lithium-ion,Tesla,5081.7,7186.83
PRD-0416,Huawei Industriel 570,Batteries,Industriel,Huawei,3781.84,5768.25
PRD-0417,Huawei Residentiel 838,Batteries,Residentiel,Huawei,3767.16,5542.87
PRD-0418,Huawei Residentiel 385,Batteries,Residentiel,Huawei,4485.12,6841.8
PRD-0419,Tesla Residentiel 889,Batteries,Residentiel,Tesla,7445.98,11414.86
PRD-0420,Tesla Residentiel 591,Batteries,Residentiel,Tesla,6377.94,8902.4
PRD-0421,Huawei Residentiel 380,Batteries,Residentiel,Huawei,7670.58,11337.0
PRD-0422,BYD Residentiel 504,Batteries,Residentiel,BYD,5486.93,7734.77
PRD-0423,Tesla Residentiel 831,Batteries,Residentiel,Tesla,3642.14,4904.53
PRD-0424,LG Chem Lithium-ion 865,Batteries,Lithium-ion,LG Chem,7808.76,11240.1
PRD-0425,Tesla Industriel 675,Batteries,Industriel,Tesla,2854.62,4020.68
PRD-0426,Tesla Residentiel 345,Batteries,Residentiel,Tesla,2114.14,3092.27
PRD-0427,BYD LFP 753,Batteries,LFP,BYD,6184.21,8698.34
PRD-0428,BYD LFP 583,Batteries,LFP,BYD,2212.64,3001.98
PRD-0429,Tesla Lithium-ion 261,Batteries,Lithium-ion,Tesla,1453.61,2051.81
PRD-0430,Pylontech Industriel 394,Batteries,Industriel,Pylontech,5108.44,6774.49
PRD-0431,Staubli Connecteur MC4 191,Cables et Connectique,Connecteur MC4,Staubli,80.38,130.95
PRD-0432,Nexans Cable AC 957,Cables et Connectique,Cable AC,Nexans,132.5,183.08
PRD-0433,Nexans Cable AC 607,Cables et Connectique,Cable AC,Nexans,137.71,199.45
PRD-0434,Staubli Cable AC 681,Cables et Connectique,Cable AC,Staubli,131.73,175.96
PRD-0435,Staubli Cable DC 656,Cables et Connectique,Cable DC,Staubli,36.39,60.49
PRD-0436,Prysmian Boite de jonction 297,Cables et Connectique,Boite de jonction,Prysmian,116.22,170.96
PRD-0437,Staubli Cable DC 363,Cables et Connectique,Cable DC,Staubli,24.99,36.69
PRD-0438,Nexans Cable AC 681,Cables et Connectique,Cable AC,Nexans,93.85,148.64
PRD-0439,Prysmian Cable AC 515,Cables et Connectique,Cable AC,Prysmian,81.21,124.14
PRD-0440,Staubli Boite de jonction 289,Cables et Connectique,Boite de jonction,Staubli,14.23,21.91
PRD-0441,Phoenix Contact Cable AC 367,Cables et Connectique,Cable AC,Phoenix Contact,48.54,68.1
PRD-0442,Prysmian Boite de jonction 437,Cables et Connectique,Boite de jonction,Prysmian,65.39,92.11
PRD-0443,Nexans Connecteur MC4 341,Cables et Connectique,Connecteur MC4,Nexans,38.98,56.0
PRD-0444,Nexans Cable DC 802,Cables et Connectique,Cable DC,Nexans,69.52,95.75
PRD-0445,Nexans Connecteur MC4 476,Cables et Connectique,Connecteur MC4,Nexans,78.88,129.55
PRD-0446,Prysmian Cable AC 565,Cables et Connectique,Cable AC,Prysmian,130.02,191.69
PRD-0447,Phoenix Contact Connecteur MC4 875,Cables et Connectique,Connecteur MC4,Phoenix Contact,86.98,141.88
PRD-0448,Prysmian Cable AC 906,Cables et Connectique,Cable AC,Prysmian,90.95,137.67
PRD-0449,Phoenix Contact Cable DC 677,Cables et Connectique,Cable DC,Phoenix Contact,75.13,107.99
PRD-0450,Nexans Cable DC 307,Cables et Connectique,Cable DC,Nexans,102.39,166.61
PRD-0451,Prysmian Cable AC 219,Cables et Connectique,Cable AC,Prysmian,46.35,68.98
PRD-0452,Phoenix Contact Cable AC 928,Cables et Connectique,Cable AC,Phoenix Contact,15.31,22.73
PRD-0453,Phoenix Contact Cable DC 677,Cables et Connectique,Cable DC,Phoenix Contact,21.13,30.73
PRD-0454,Phoenix Contact Cable DC 122,Cables et Connectique,Cable DC,Phoenix Contact,95.85,136.19
PRD-0455,Staubli Boite de jonction 692,Cables et Connectique,Boite de jonction,Staubli,104.79,164.21
PRD-0456,Nexans Cable DC 654,Cables et Connectique,Cable DC,Nexans,56.51,87.62
PRD-0457,Nexans Cable DC 393,Cables et Connectique,Cable DC,Nexans,134.0,197.3
PRD-0458,Prysmian Boite de jonction 846,Cables et Connectique,Boite de jonction,Prysmian,98.41,154.95
PRD-0459,Staubli Boite de jonction 990,Cables et Connectique,Boite de jonction,Staubli,137.56,198.61
PRD-0460,Phoenix Contact Boite de jonction 995,Cables et Connectique,Boite de jonction,Phoenix Contact,12.5,20.65
PRD-0461,Staubli Cable AC 502,Cables et Connectique,Cable AC,Staubli,16.91,28.13
PRD-0462,Prysmian Cable AC 405,Cables et Connectique,Cable AC,Prysmian,106.81,167.79
PRD-0463,Phoenix Contact Boite de jonction 353,Cables et Connectique,Boite de jonction,Phoenix Contact,68.12,108.73
PRD-0464,Staubli Boite de jonction 996,Cables et Connectique,Boite de jonction,Staubli,25.44,35.25
PRD-0465,Nexans Cable DC 884,Cables et Connectique,Cable DC,Nexans,111.9,162.85
PRD-0466,Prysmian Cable DC 134,Cables et Connectique,Cable DC,Prysmian,33.21,45.19
PRD-0467,Nexans Boite de jonction 549,Cables et Connectique,Boite de jonction,Nexans,39.19,52.72
PRD-0468,Prysmian Cable AC 243,Cables et Connectique,Cable AC,Prysmian,96.38,152.11
PRD-0469,Prysmian Connecteur MC4 426,Cables et Connectique,Connecteur MC4,Prysmian,105.06,164.08
PRD-0470,Prysmian Connecteur MC4 776,Cables et Connectique,Connecteur MC4,Prysmian,46.51,63.84
PRD-0471,Phoenix Contact Cable AC 705,Cables et Connectique,Cable AC,Phoenix Contact,47.12,63.6
PRD-0472,Phoenix Contact Cable AC 452,Cables et Connectique,Cable AC,Phoenix Contact,84.25,113.39
PRD-0473,Staubli Boite de jonction 407,Cables et Connectique,Boite de jonction,Staubli,96.96,140.78
PRD-0474,Prysmian Boite de jonction 969,Cables et Connectique,Boite de jonction,Prysmian,103.28,152.11
PRD-0475,Staubli Cable AC 574,Cables et Connectique,Cable AC,Staubli,125.44,172.22
PRD-0476,Phoenix Contact Cable DC 237,Cables et Connectique,Cable DC,Phoenix Contact,129.1,193.72
PRD-0477,Prysmian Boite de jonction 180,Cables et Connectique,Boite de jonction,Prysmian,38.33,54.72
PRD-0478,Staubli Boite de jonction 295,Cables et Connectique,Boite de jonction,Staubli,14.77,23.03
PRD-0479,Staubli Cable DC 140,Cables et Connectique,Cable DC,Staubli,51.78,78.55
PRD-0480,Prysmian Cable DC 787,Cables et Connectique,Cable DC,Prysmian,107.16,161.91
PRD-0481,Phoenix Contact Cable AC 410,Cables et Connectique,Cable AC,Phoenix Contact,28.08,45.73
PRD-0482,Prysmian Cable DC 220,Cables et Connectique,Cable DC,Prysmian,113.72,187.75
PRD-0483,Prysmian Boite de jonction 506,Cables et Connectique,Boite de jonction,Prysmian,90.64,140.65
PRD-0484,Staubli Cable AC 646,Cables et Connectique,Cable AC,Staubli,108.25,156.23
PRD-0485,Staubli Connecteur MC4 609,Cables et Connectique,Connecteur MC4,Staubli,37.69,56.0
PRD-0486,Nexans Boite de jonction 879,Cables et Connectique,Boite de jonction,Nexans,103.66,161.55
PRD-0487,Prysmian Connecteur MC4 676,Cables et Connectique,Connecteur MC4,Prysmian,53.17,77.29
PRD-0488,Prysmian Cable AC 698,Cables et Connectique,Cable AC,Prysmian,5.44,8.16
PRD-0489,Staubli Boite de jonction 488,Cables et Connectique,Boite de jonction,Staubli,24.32,34.72
PRD-0490,Phoenix Contact Cable AC 445,Cables et Connectique,Cable AC,Phoenix Contact,68.38,112.38
PRD-0491,Phoenix Contact Connecteur MC4 602,Cables et Connectique,Connecteur MC4,Phoenix Contact,126.48,193.47
PRD-0492,Prysmian Boite de jonction 243,Cables et Connectique,Boite de jonction,Prysmian,103.1,147.89
PRD-0493,Prysmian Boite de jonction 757,Cables et Connectique,Boite de jonction,Prysmian,122.9,183.8
PRD-0494,Nexans Cable DC 937,Cables et Connectique,Cable DC,Nexans,124.58,168.62
PRD-0495,Nexans Cable DC 336,Cables et Connectique,Cable DC,Nexans,53.27,85.42
PRD-0496,Prysmian Cable DC 482,Cables et Connectique,Cable DC,Prysmian,4.57,6.78
PRD-0497,Phoenix Contact Cable DC 644,Cables et Connectique,Cable DC,Phoenix Contact,99.85,133.56
PRD-0498,Nexans Boite de jonction 648,Cables et Connectique,Boite de jonction,Nexans,5.3,8.26
PRD-0499,Nexans Connecteur MC4 540,Cables et Connectique,Connecteur MC4,Nexans,66.42,102.93
PRD-0500,Nexans Cable AC 346,Cables et Connectique,Cable AC,Nexans,123.54,184.02
PRD-0501,Staubli Cable AC 506,Cables et Connectique,Cable AC,Staubli,116.4,163.97
PRD-0502,Staubli Cable DC 349,Cables et Connectique,Cable DC,Staubli,130.82,192.06
PRD-0503,Staubli Cable AC 769,Cables et Connectique,Cable AC,Staubli,86.19,138.39
PRD-0504,Nexans Cable DC 587,Cables et Connectique,Cable DC,Nexans,58.27,84.03
PRD-0505,Nexans Cable DC 965,Cables et Connectique,Cable DC,Nexans,104.78,142.05
PRD-0506,Staubli Boite de jonction 197,Cables et Connectique,Boite de jonction,Staubli,71.66,115.34
PRD-0507,Prysmian Cable DC 680,Cables et Connectique,Cable DC,Prysmian,28.65,46.23
PRD-0508,Staubli Boite de jonction 387,Cables et Connectique,Boite de jonction,Staubli,10.4,14.08
PRD-0509,Prysmian Cable DC 312,Cables et Connectique,Cable DC,Prysmian,130.8,186.11
PRD-0510,Phoenix Contact Cable AC 677,Cables et Connectique,Cable AC,Phoenix Contact,131.24,186.13
PRD-0511,Phoenix Contact Cable AC 493,Cables et Connectique,Cable AC,Phoenix Contact,91.65,137.02
PRD-0512,Nexans Cable AC 154,Cables et Connectique,Cable AC,Nexans,61.99,102.65
PRD-0513,Phoenix Contact Cable DC 719,Cables et Connectique,Cable DC,Phoenix Contact,37.13,50.27
PRD-0514,Staubli Boite de jonction 561,Cables et Connectique,Boite de jonction,Staubli,7.64,10.78
PRD-0515,Prysmian Boite de jonction 542,Cables et Connectique,Boite de jonction,Prysmian,45.28,74.38
PRD-0516,Phoenix Contact Cable AC 917,Cables et Connectique,Cable AC,Phoenix Contact,14.27,21.71
PRD-0517,Nexans Cable AC 828,Cables et Connectique,Cable AC,Nexans,15.26,21.0
PRD-0518,Phoenix Contact Cable AC 105,Cables et Connectique,Cable AC,Phoenix Contact,49.0,66.75
PRD-0519,Phoenix Contact Connecteur MC4 235,Cables et Connectique,Connecteur MC4,Phoenix Contact,53.34,75.18
PRD-0520,Prysmian Cable DC 624,Cables et Connectique,Cable DC,Prysmian,59.34,89.04
PRD-0521,Nexans Boite de jonction 195,Cables et Connectique,Boite de jonction,Nexans,7.05,10.12
PRD-0522,Phoenix Contact Connecteur MC4 897,Cables et Connectique,Connecteur MC4,Phoenix Contact,5.1,7.41
PRD-0523,Prysmian Cable DC 489,Cables et Connectique,Cable DC,Prysmian,84.43,116.53
PRD-0524,Prysmian Cable AC 249,Cables et Connectique,Cable AC,Prysmian,40.77,57.44
PRD-0525,Prysmian Cable DC 595,Cables et Connectique,Cable DC,Prysmian,61.65,89.76
PRD-0526,Staubli Cable DC 740,Cables et Connectique,Cable DC,Staubli,38.56,54.08
PRD-0527,Prysmian Boite de jonction 106,Cables et Connectique,Boite de jonction,Prysmian,68.79,94.28
PRD-0528,Staubli Boite de jonction 982,Cables et Connectique,Boite de jonction,Staubli,117.2,169.11
PRD-0529,Phoenix Contact Connecteur MC4 980,Cables et Connectique,Connecteur MC4,Phoenix Contact,44.11,70.27
PRD-0530,Staubli Cable AC 305,Cables et Connectique,Cable AC,Staubli,41.05,67.53
PRD-0531,Staubli Boite de jonction 426,Cables et Connectique,Boite de jonction,Staubli,27.36,39.64
PRD-0532,Phoenix Contact Connecteur MC4 433,Cables et Connectique,Connecteur MC4,Phoenix Contact,122.56,193.71
PRD-0533,Staubli Boite de jonction 216,Cables et Connectique,Boite de jonction,Staubli,113.49,164.22
PRD-0534,Prysmian Cable AC 844,Cables et Connectique,Cable AC,Prysmian,92.07,137.93
PRD-0535,Prysmian Boite de jonction 809,Cables et Connectique,Boite de jonction,Prysmian,63.92,90.5
PRD-0536,Phoenix Contact Cable DC 410,Cables et Connectique,Cable DC,Phoenix Contact,99.33,136.23
PRD-0537,Staubli Cable AC 908,Cables et Connectique,Cable AC,Staubli,85.76,133.44
PRD-0538,Nexans Boite de jonction 696,Cables et Connectique,Boite de jonction,Nexans,61.12,92.57
PRD-0539,Phoenix Contact Boite de jonction 468,Cables et Connectique,Boite de jonction,Phoenix Contact,70.09,111.01
PRD-0540,Nexans Cable DC 463,Cables et Connectique,Cable DC,Nexans,100.93,154.95
PRD-0541,Nexans Cable AC 762,Cables et Connectique,Cable AC,Nexans,75.01,114.83
PRD-0542,Staubli Boite de jonction 110,Cables et Connectique,Boite de jonction,Staubli,132.5,193.31
PRD-0543,Staubli Cable DC 671,Cables et Connectique,Cable DC,Staubli,30.81,48.29
PRD-0544,Phoenix Contact Cable AC 795,Cables et Connectique,Cable AC,Phoenix Contact,53.05,77.95
PRD-0545,Staubli Cable AC 402,Cables et Connectique,Cable AC,Staubli,135.21,199.55
PRD-0546,Nexans Boite de jonction 245,Cables et Connectique,Boite de jonction,Nexans,16.82,27.63
PRD-0547,Staubli Connecteur MC4 633,Cables et Connectique,Connecteur MC4,Staubli,45.47,71.9
PRD-0548,Staubli Boite de jonction 813,Cables et Connectique,Boite de jonction,Staubli,66.96,97.85
PRD-0549,Staubli Boite de jonction 827,Cables et Connectique,Boite de jonction,Staubli,13.45,18.1
PRD-0550,Nexans Cable DC 793,Cables et Connectique,Cable DC,Nexans,111.36,170.59
PRD-0551,Prysmian Cable AC 438,Cables et Connectique,Cable AC,Prysmian,70.47,105.62
PRD-0552,Phoenix Contact Boite de jonction 288,Cables et Connectique,Boite de jonction,Phoenix Contact,34.61,50.21
PRD-0553,Phoenix Contact Cable AC 302,Cables et Connectique,Cable AC,Phoenix Contact,52.52,82.14
PRD-0554,Phoenix Contact Boite de jonction 310,Cables et Connectique,Boite de jonction,Phoenix Contact,52.07,80.82
PRD-0555,Nexans Connecteur MC4 649,Cables et Connectique,Connecteur MC4,Nexans,74.08,117.58
PRD-0556,Staubli Cable AC 368,Cables et Connectique,Cable AC,Staubli,46.72,68.57
PRD-0557,Staubli Boite de jonction 701,Cables et Connectique,Boite de jonction,Staubli,79.92,121.41
PRD-0558,Staubli Cable DC 276,Cables et Connectique,Cable DC,Staubli,50.17,73.64
PRD-0559,Nexans Connecteur MC4 344,Cables et Connectique,Connecteur MC4,Nexans,95.65,136.06
PRD-0560,Nexans Connecteur MC4 623,Cables et Connectique,Connecteur MC4,Nexans,26.29,40.69
PRD-0561,Phoenix Contact Boite de jonction 533,Cables et Connectique,Boite de jonction,Phoenix Contact,80.52,121.3
PRD-0562,Phoenix Contact Cable AC 760,Cables et Connectique,Cable AC,Phoenix Contact,83.28,128.92
PRD-0563,Prysmian Cable AC 422,Cables et Connectique,Cable AC,Prysmian,73.25,100.48
PRD-0564,Nexans Boite de jonction 596,Cables et Connectique,Boite de jonction,Nexans,105.52,173.78
PRD-0565,Prysmian Cable AC 617,Cables et Connectique,Cable AC,Prysmian,99.27,163.97
PRD-0566,Phoenix Contact Boite de jonction 960,Cables et Connectique,Boite de jonction,Phoenix Contact,95.25,138.52
PRD-0567,Phoenix Contact Boite de jonction 914,Cables et Connectique,Boite de jonction,Phoenix Contact,25.02,37.61
PRD-0568,Staubli Cable AC 395,Cables et Connectique,Cable AC,Staubli,8.15,11.38
PRD-0569,Phoenix Contact Cable AC 607,Cables et Connectique,Cable AC,Phoenix Contact,73.11,115.3
PRD-0570,Nexans Cable DC 475,Cables et Connectique,Cable DC,Nexans,38.27,57.24
PRD-0571,Phoenix Contact Cable DC 204,Cables et Connectique,Cable DC,Phoenix Contact,67.1,111.54
PRD-0572,Staubli Cable AC 369,Cables et Connectique,Cable AC,Staubli,130.84,175.59
PRD-0573,Nexans Connecteur MC4 894,Cables et Connectique,Connecteur MC4,Nexans,54.45,90.62
PRD-0574,Prysmian Cable AC 459,Cables et Connectique,Cable AC,Prysmian,107.93,163.09
PRD-0575,Prysmian Boite de jonction 933,Cables et Connectique,Boite de jonction,Prysmian,79.13,125.15
PRD-0576,Nexans Cable AC 711,Cables et Connectique,Cable AC,Nexans,77.85,116.16
PRD-0577,Staubli Cable AC 686,Cables et Connectique,Cable AC,Staubli,138.33,195.91
PRD-0578,Nexans Connecteur MC4 521,Cables et Connectique,Connecteur MC4,Nexans,20.04,31.44
PRD-0579,Staubli Cable DC 986,Cables et Connectique,Cable DC,Staubli,127.24,174.07
PRD-0580,Prysmian Cable AC 353,Cables et Connectique,Cable AC,Prysmian,23.52,33.52
PRD-0581,Mounting Systems Facade 742,Structures et Fixations,Facade,Mounting Systems,115.4,156.63
PRD-0582,Mounting Systems Facade 887,Structures et Fixations,Facade,Mounting Systems,286.54,388.99
PRD-0583,Mounting Systems Toiture 998,Structures et Fixations,Toiture,Mounting Systems,337.22,436.71
PRD-0584,Mounting Systems Tracker 102,Structures et Fixations,Tracker,Mounting Systems,585.19,762.69
PRD-0585,Mounting Systems Toiture 970,Structures et Fixations,Toiture,Mounting Systems,384.22,526.13
PRD-0586,Mounting Systems Toiture 316,Structures et Fixations,Toiture,Mounting Systems,161.53,213.37
