CapteurID,Timestamp,Consommation_kWh,Tension_V,Frequence_Hz,FacteurPuissance,Temperature_C,Qualite_Signal
CAP_0025,2025-01-01 13:00:00,212.94,239.35,50.07,0.92,29.4,Excellent
CAP_0025,2025-01-01 14:00:00,133.22,221.49,49.9,0.91,27.4,Excellent
CAP_0025,2025-01-01 15:00:00,124.48,220.44,49.95,0.86,29.7,Excellent
CAP_0025,2025-01-01 16:00:00,104.78,231.63,50.15,0.94,25.0,Faible
CAP_0025,2025-01-01 17:00:00,137.88,229.64,49.94,0.88,24.0,Moyen
CAP_0025,2025-01-01 18:00:00,71.98,237.02,49.95,0.95,24.8,Excellent
CAP_0025,2025-01-01 19:00:00,150.91,223.29,50.17,0.95,20.7,Bon
CAP_0025,2025-01-01 20:00:00,126.33,237.81,50.16,0.97,22.7,Bon
CAP_0025,2025-01-01 21:00:00,209.47,228.46,49.92,0.96,16.8,Faible
CAP_0025,2025-01-01 22:00:00,360.13,222.21,50.11,0.91,15.8,Faible
CAP_0025,2025-01-01 23:00:00,258.37,222.68,50.01,0.86,26.1,Moyen
CAP_0025,2025-01-02 00:00:00,194.74,239.61,50.07,0.88,28.8,Moyen
CAP_0025,2025-01-02 01:00:00,282.45,220.99,50.12,0.89,33.4,Excellent
CAP_0025,2025-01-02 02:00:00,73.06,226.39,50.14,0.96,23.4,Faible
CAP_0025,2025-01-02 03:00:00,168.88,229.51,49.9,0.92,25.9,Excellent
CAP_0025,2025-01-02 04:00:00,192.23,221.84,50.12,0.86,24.8,Faible
CAP_0025,2025-01-02 05:00:00,93.97,227.66,50.14,0.93,17.1,Moyen
CAP_0025,2025-01-02 06:00:00,181.11,231.55,49.96,0.94,33.2,Excellent
CAP_0025,2025-01-02 07:00:00,241.92,221.49,49.89,0.9,27.9,Excellent
CAP_0025,2025-01-02 08:00:00,133.21,223.03,49.83,0.91,24.5,Excellent
CAP_0025,2025-01-02 09:00:00,238.54,226.96,50.03,0.93,33.5,Bon
CAP_0025,2025-01-02 10:00:00,295.76,235.74,50.07,0.94,34.9,Moyen
CAP_0025,2025-01-02 11:00:00,146.44,227.26,50.16,0.92,25.2,Excellent
CAP_0025,2025-01-02 12:00:00,296.5,225.1,49.8,0.97,30.0,Bon
CAP_0025,2025-01-02 13:00:00,259.36,229.09,50.05,0.85,27.1,Moyen
CAP_0025,2025-01-02 14:00:00,57.95,231.27,49.98,0.87,27.6,Excellent
CAP_0025,2025-01-02 15:00:00,244.11,236.36,49.9,0.92,15.5,Faible
CAP_0025,2025-01-02 16:00:00,242.06,221.11,49.95,0.91,18.1,Bon
CAP_0025,2025-01-02 17:00:00,192.45,238.02,50.17,0.85,26.3,Moyen
CAP_0025,2025-01-02 18:00:00,215.31,234.72,49.9,0.95,27.5,Excellent
CAP_0025,2025-01-02 19:00:00,259.89,238.12,49.82,0.94,26.2,Excellent
CAP_0025,2025-01-02 20:00:00,59.38,221.58,50.01,0.91,26.7,Bon
CAP_0025,2025-01-02 21:00:00,266.71,238.85,49.94,0.9,28.2,Excellent
CAP_0025,2025-01-02 22:00:00,291.19,231.25,49.9,0.97,15.0,Faible
CAP_0025,2025-01-02 23:00:00,59.64,234.5,50.01,0.92,22.1,Faible
CAP_0025,2025-01-03 00:00:00,478.06,224.09,49.88,0.87,23.8,Excellent
CAP_0025,2025-01-03 01:00:00,207.88,222.77,50.05,0.88,26.5,Moyen
CAP_0025,2025-01-03 02:00:00,251.75,235.07,50.04,0.91,16.5,Moyen
CAP_0025,2025-01-03 03:00:00,204.57,232.88,49.9,0.85,25.7,Moyen
CAP_0025,2025-01-03 04:00:00,168.45,223.44,50.05,0.9,24.9,Bon
CAP_0025,2025-01-03 05:00:00,103.34,228.1,49.88,0.87,17.0,Moyen
CAP_0025,2025-01-03 06:00:00,96.71,225.13,50.14,0.95,31.7,Bon
CAP_0025,2025-01-03 07:00:00,217.22,200.63,50.17,0.95,20.1,Excellent
CAP_0025,2025-01-03 08:00:00,61.6,236.94,50.19,0.89,27.8,Bon
CAP_0025,2025-01-03 09:00:00,267.99,237.47,50.13,0.92,20.4,Faible
CAP_0025,2025-01-03 10:00:00,121.02,229.01,49.95,0.89,27.5,Bon
CAP_0025,2025-01-03 11:00:00,289.12,225.44,49.92,0.97,25.6,Faible
CAP_0025,2025-01-03 12:00:00,61.46,161.23,49.82,0.93,30.4,Excellent
CAP_0025,2025-01-03 13:00:00,52.25,224.56,49.83,0.88,33.1,Faible
CAP_0025,2025-01-03 14:00:00,54.65,238.1,49.87,0.97,25.2,Excellent
CAP_0025,2025-01-03 15:00:00,244.36,226.75,50.2,0.93,26.5,Bon
CAP_0025,2025-01-03 16:00:00,109.15,239.15,49.9,0.97,28.2,Excellent
CAP_0025,2025-01-03 17:00:00,78.24,232.01,49.89,0.95,23.0,Moyen
CAP_0025,2025-01-03 18:00:00,142.13,232.01,50.01,0.85,18.4,Excellent
CAP_0025,2025-01-03 19:00:00,181.72,231.43,49.92,0.92,25.3,Moyen
CAP_0025,2025-01-03 20:00:00,152.94,233.96,50.12,0.95,26.4,Bon
CAP_0025,2025-01-03 21:00:00,85.3,233.97,50.08,0.91,34.9,Moyen
CAP_0025,2025-01-03 22:00:00,160.87,228.45,49.87,0.96,30.8,Faible
CAP_0025,2025-01-03 23:00:00,250.1,222.07,49.96,0.94,16.7,Bon
CAP_0026,2025-01-01 00:00:00,221.87,224.12,50.1,0.88,16.9,Excellent
CAP_0026,2025-01-01 01:00:00,63.96,236.16,50.1,0.97,23.4,Moyen
CAP_0026,2025-01-01 02:00:00,142.4,230.69,50.14,0.94,27.4,Faible
CAP_0026,2025-01-01 03:00:00,262.42,229.06,49.83,0.89,31.5,Faible
CAP_0026,2025-01-01 04:00:00,171.81,237.72,50.1,0.94,25.8,Excellent
CAP_0026,2025-01-01 05:00:00,168.08,236.56,49.88,0.87,31.1,Bon
CAP_0026,2025-01-01 06:00:00,228.31,224.87,50.18,0.86,28.9,Moyen
CAP_0026,2025-01-01 07:00:00,408.25,231.92,49.81,0.87,26.7,Moyen
CAP_0026,2025-01-01 08:00:00,51.89,230.91,49.9,0.88,32.8,Faible
CAP_0026,2025-01-01 09:00:00,88.96,227.87,49.99,0.86,19.2,Faible
CAP_0026,2025-01-01 10:00:00,93.19,233.41,49.86,0.9,15.8,Bon
CAP_0026,2025-01-01 11:00:00,237.11,220.85,50.19,0.91,24.9,Faible
CAP_0026,2025-01-01 12:00:00,148.37,232.53,50.2,0.87,26.4,Faible
CAP_0026,2025-01-01 13:00:00,254.43,229.87,50.18,0.95,25.3,Moyen
CAP_0026,2025-01-01 14:00:00,71.76,234.68,49.81,0.94,24.6,Excellent
CAP_0026,2025-01-01 15:00:00,167.69,231.7,49.88,0.91,19.7,Moyen
CAP_0026,2025-01-01 16:00:00,153.27,226.97,49.87,0.94,21.6,Bon
CAP_0026,2025-01-01 17:00:00,178.79,228.91,50.12,0.88,32.9,Excellent
CAP_0026,2025-01-01 18:00:00,227.45,236.92,50.13,0.95,25.4,Bon
CAP_0026,2025-01-01 19:00:00,171.12,223.24,50.19,0.88,24.5,Moyen
CAP_0026,2025-01-01 20:00:00,198.82,225.91,49.93,0.86,24.8,Moyen
CAP_0026,2025-01-01 21:00:00,268.33,225.49,49.96,0.93,33.6,Faible
CAP_0026,2025-01-01 22:00:00,269.78,230.86,50.11,0.89,15.2,Excellent
CAP_0026,2025-01-01 23:00:00,64.04,186.47,50.14,0.96,20.8,Excellent
CAP_0026,2025-01-02 00:00:00,270.49,233.27,50.18,0.9,16.9,Faible
CAP_0026,2025-01-02 01:00:00,196.83,229.13,50.11,0.85,31.8,Excellent
CAP_0026,2025-01-02 02:00:00,86.38,235.97,49.83,0.86,27.9,Bon
CAP_0026,2025-01-02 03:00:00,104.44,220.6,49.92,0.95,21.7,Faible
CAP_0026,2025-01-02 04:00:00,254.71,235.72,50.04,0.91,17.9,Faible
CAP_0026,2025-01-02 05:00:00,99.47,225.95,50.09,0.96,20.0,Bon
CAP_0026,2025-01-02 06:00:00,82.57,225.41,50.02,0.94,18.1,Faible
CAP_0026,2025-01-02 07:00:00,260.44,228.81,50.14,0.97,26.1,Moyen
CAP_0026,2025-01-02 08:00:00,298.78,222.85,50.12,0.95,21.6,Bon
CAP_0026,2025-01-02 09:00:00,299.4,236.21,50.06,0.95,15.5,Excellent
CAP_0026,2025-01-02 10:00:00,132.24,227.75,49.83,0.89,21.2,Faible
CAP_0026,2025-01-02 11:00:00,118.95,220.48,50.0,0.89,17.3,Moyen
CAP_0026,2025-01-02 12:00:00,164.18,226.15,49.82,0.98,26.5,Moyen
CAP_0026,2025-01-02 13:00:00,256.33,162.92,50.07,0.89,29.5,Faible
CAP_0026,2025-01-02 14:00:00,110.54,234.62,50.03,0.89,18.5,Excellent
CAP_0026,2025-01-02 15:00:00,249.65,221.91,50.11,0.89,33.9,Excellent
CAP_0026,2025-01-02 16:00:00,262.62,224.54,50.11,0.87,26.3,Moyen
CAP_0026,2025-01-02 17:00:00,195.86,238.95,50.05,0.92,30.8,Moyen
CAP_0026,2025-01-02 18:00:00,280.19,239.11,49.88,0.96,18.1,Bon
CAP_0026,2025-01-02 19:00:00,360.79,233.8,50.11,0.93,31.3,Bon
CAP_0026,2025-01-02 20:00:00,269.01,226.19,49.83,0.91,17.7,Excellent
CAP_0026,2025-01-02 21:00:00,114.63,224.97,50.1,0.97,21.2,Faible
CAP_0026,2025-01-02 22:00:00,244.24,237.57,49.88,0.9,21.6,Moyen
CAP_0026,2025-01-02 23:00:00,64.12,223.23,49.81,0.95,31.7,Excellent
CAP_0026,2025-01-03 00:00:00,290.77,224.35,49.86,0.96,34.4,Excellent
CAP_0026,2025-01-03 01:00:00,210.84,220.82,50.1,0.86,28.9,Excellent
CAP_0026,2025-01-03 02:00:00,186.84,223.47,50.02,0.94,16.2,Bon
CAP_0026,2025-01-03 03:00:00,413.55,227.19,49.92,0.86,16.2,Bon
CAP_0026,2025-01-03 04:00:00,246.38,222.3,49.84,0.88,33.6,Excellent
CAP_0026,2025-01-03 05:00:00,86.97,228.26,50.05,0.9,16.1,Excellent
CAP_0026,2025-01-03 06:00:00,181.21,238.19,49.99,0.94,25.1,Bon
CAP_0026,2025-01-03 07:00:00,260.06,238.4,49.97,0.93,27.0,Bon
CAP_0026,2025-01-03 08:00:00,204.67,225.97,49.8,0.96,22.1,Bon
CAP_0026,2025-01-03 09:00:00,217.84,236.55,49.88,0.92,19.1,Excellent
CAP_0026,2025-01-03 10:00:00,190.12,231.91,49.87,0.87,21.7,Faible
CAP_0026,2025-01-03 11:00:00,71.84,237.47,50.11,0.97,22.7,Excellent
CAP_0026,2025-01-03 12:00:00,250.85,229.99,49.99,0.95,17.8,Faible
CAP_0026,2025-01-03 13:00:00,228.37,224.21,50.09,0.9,33.0,Faible
CAP_0026,2025-01-03 14:00:00,244.55,235.79,50.17,0.89,17.2,Moyen
CAP_0026,2025-01-03 15:00:00,58.12,232.52,50.18,0.91,31.9,Excellent
CAP_0026,2025-01-03 16:00:00,270.31,230.14,50.12,0.95,30.7,Moyen
CAP_0026,2025-01-03 17:00:00,192.43,233.24,49.82,0.91,25.0,Bon
CAP_0026,2025-01-03 18:00:00,283.4,234.65,49.8,0.96,34.5,Excellent
CAP_0026,2025-01-03 19:00:00,108.91,220.65,50.16,0.97,32.7,Faible
CAP_0026,2025-01-03 20:00:00,210.73,232.88,49.85,0.91,27.7,Faible
CAP_0026,2025-01-03 21:00:00,271.38,237.53,50.15,0.95,32.5,Moyen
CAP_0026,2025-01-03 22:00:00,268.34,232.27,49.96,0.86,31.9,Bon
CAP_0026,2025-01-03 23:00:00,216.86,221.34,49.82,0.97,21.7,Moyen
CAP_0027,2025-01-01 00:00:00,115.57,223.6,50.05,0.96,17.1,Faible
CAP_0027,2025-01-01 01:00:00,63.27,233.96,49.94,0.95,20.0,Moyen
CAP_0027,2025-01-01 02:00:00,118.95,233.44,49.85,0.98,22.6,Excellent
CAP_0027,2025-01-01 03:00:00,154.42,237.82,50.1,0.96,29.5,Bon
CAP_0027,2025-01-01 04:00:00,212.29,235.88,50.03,0.96,22.1,Faible
CAP_0027,2025-01-01 05:00:00,267.67,238.98,50.14,0.93,15.0,Bon
CAP_0027,2025-01-01 06:00:00,229.87,230.45,50.17,0.91,18.8,Moyen
CAP_0027,2025-01-01 07:00:00,362.97,232.93,50.13,0.94,18.7,Bon
CAP_0027,2025-01-01 08:00:00,156.44,233.6,49.94,0.94,22.1,Moyen
CAP_0027,2025-01-01 09:00:00,72.23,233.19,50.04,0.87,32.5,Faible
CAP_0027,2025-01-01 10:00:00,459.35,223.64,50.0,0.95,20.8,Excellent
CAP_0027,2025-01-01 11:00:00,281.18,229.3,50.09,0.93,26.6,Moyen
CAP_0027,2025-01-01 12:00:00,96.24,229.63,49.99,0.96,15.4,Bon
CAP_0027,2025-01-01 13:00:00,281.03,230.64,50.04,0.91,25.6,Faible
CAP_0027,2025-01-01 14:00:00,241.4,224.64,50.09,0.93,31.5,Moyen
CAP_0027,2025-01-01 15:00:00,288.5,225.3,49.82,0.89,23.5,Faible
CAP_0027,2025-01-01 16:00:00,401.93,223.35,50.03,0.96,20.8,Moyen
CAP_0027,2025-01-01 17:00:00,237.02,227.53,50.19,0.86,21.3,Moyen
CAP_0027,2025-01-01 18:00:00,88.49,227.76,49.81,0.97,33.4,Excellent
CAP_0027,2025-01-01 19:00:00,64.56,236.42,50.15,0.93,22.7,Bon
CAP_0027,2025-01-01 20:00:00,164.72,235.29,50.04,0.91,19.7,Faible
CAP_0027,2025-01-01 21:00:00,237.34,225.37,50.04,0.91,16.2,Moyen
CAP_0027,2025-01-01 22:00:00,253.94,223.18,49.87,0.95,16.2,Bon
CAP_0027,2025-01-01 23:00:00,179.38,237.31,50.03,0.93,19.1,Bon
CAP_0027,2025-01-02 00:00:00,84.48,226.98,49.82,0.91,23.7,Faible
CAP_0027,2025-01-02 01:00:00,276.91,226.37,50.16,0.96,33.8,Bon
CAP_0027,2025-01-02 02:00:00,236.29,227.5,49.85,0.93,28.8,Excellent
CAP_0027,2025-01-02 03:00:00,80.71,228.05,49.82,0.86,25.7,Excellent
CAP_0027,2025-01-02 04:00:00,219.48,237.86,50.0,0.86,24.2,Excellent
CAP_0027,2025-01-02 05:00:00,57.32,236.97,50.04,0.93,15.1,Faible
CAP_0027,2025-01-02 06:00:00,58.38,220.3,50.07,0.95,26.9,Moyen
CAP_0027,2025-01-02 07:00:00,148.08,223.89,50.1,0.87,29.4,Faible
CAP_0027,2025-01-02 08:00:00,89.67,230.04,49.86,0.95,33.8,Excellent
CAP_0027,2025-01-02 09:00:00,156.76,220.96,49.88,0.9,15.9,Moyen
CAP_0027,2025-01-02 10:00:00,234.43,223.24,50.08,0.92,19.5,Bon
CAP_0027,2025-01-02 11:00:00,193.57,236.47,50.02,0.96,29.8,Moyen
CAP_0027,2025-01-02 12:00:00,266.61,226.19,49.93,0.95,32.7,Moyen
CAP_0027,2025-01-02 13:00:00,131.56,224.31,50.01,0.86,29.2,Bon
CAP_0027,2025-01-02 14:00:00,200.44,204.47,49.87,0.91,15.7,Faible
CAP_0027,2025-01-02 15:00:00,289.07,235.64,50.02,0.9,24.5,Bon
CAP_0027,2025-01-02 16:00:00,53.37,228.43,50.1,0.96,19.8,Moyen
CAP_0027,2025-01-02 17:00:00,145.5,235.94,50.19,0.96,23.4,Excellent
CAP_0027,2025-01-02 18:00:00,236.02,235.36,49.94,0.88,22.4,Moyen
CAP_0027,2025-01-02 19:00:00,64.11,227.08,50.13,0.95,22.6,Excellent
CAP_0027,2025-01-02 20:00:00,190.92,221.39,49.99,0.95,23.5,Moyen
CAP_0027,2025-01-02 21:00:00,138.33,207.53,50.09,0.97,17.5,Excellent
CAP_0027,2025-01-02 22:00:00,234.22,220.58,50.16,0.97,19.0,Excellent
CAP_0027,2025-01-02 23:00:00,197.33,237.96,50.02,0.95,27.2,Moyen
CAP_0027,2025-01-03 00:00:00,80.01,220.64,50.03,0.92,29.1,Excellent
CAP_0027,2025-01-03 01:00:00,265.73,228.92,50.16,0.91,30.9,Bon
CAP_0027,2025-01-03 02:00:00,173.74,232.81,49.96,0.9,20.9,Excellent
CAP_0027,2025-01-03 03:00:00,77.21,233.57,49.88,0.86,33.0,Excellent
CAP_0027,2025-01-03 04:00:00,254.15,224.09,49.97,0.95,18.5,Excellent
CAP_0027,2025-01-03 05:00:00,106.68,236.64,49.84,0.92,30.5,Excellent
CAP_0027,2025-01-03 06:00:00,52.16,227.37,49.86,0.85,31.2,Moyen
CAP_0027,2025-01-03 07:00:00,212.82,233.85,50.02,0.96,20.8,Moyen
CAP_0027,2025-01-03 08:00:00,106.62,230.28,50.08,0.92,23.9,Excellent
CAP_0027,2025-01-03 09:00:00,56.78,233.0,50.07,0.95,28.7,Bon
CAP_0027,2025-01-03 10:00:00,113.07,228.35,50.12,0.97,16.8,Excellent
CAP_0027,2025-01-03 11:00:00,181.05,237.7,49.83,0.87,25.8,Faible
CAP_0027,2025-01-03 12:00:00,152.03,226.63,50.08,0.95,24.7,Faible
CAP_0027,2025-01-03 13:00:00,230.8,230.99,50.0,0.94,31.8,Moyen
CAP_0027,2025-01-03 14:00:00,177.97,234.89,49.97,0.93,29.0,Moyen
CAP_0027,2025-01-03 15:00:00,330.14,226.95,49.89,0.94,15.8,Bon
CAP_0027,2025-01-03 16:00:00,62.47,227.0,49.95,0.85,22.2,Moyen
CAP_0027,2025-01-03 17:00:00,137.75,229.34,49.97,0.91,26.2,Excellent
CAP_0027,2025-01-03 18:00:00,277.59,238.11,50.15,0.86,29.8,Moyen
CAP_0027,2025-01-03 19:00:00,216.08,238.25,49.9,0.94,16.9,Excellent
CAP_0027,2025-01-03 20:00:00,234.46,222.37,50.04,0.91,28.6,Moyen
CAP_0027,2025-01-03 21:00:00,194.56,163.97,50.0,0.87,16.1,Bon
CAP_0027,2025-01-03 22:00:00,388.71,235.85,50.03,0.87,34.9,Excellent
CAP_0027,2025-01-03 23:00:00,91.63,232.96,49.81,0.95,22.5,Excellent
CAP_0028,2025-01-01 00:00:00,277.0,222.15,50.03,0.96,33.0,Bon
CAP_0028,2025-01-01 01:00:00,270.61,235.93,49.92,0.92,16.5,Faible
CAP_0028,2025-01-01 02:00:00,283.99,223.56,50.11,0.89,33.6,Excellent
CAP_0028,2025-01-01 03:00:00,240.27,221.51,49.96,0.89,27.3,Faible
CAP_0028,2025-01-01 04:00:00,53.52,220.5,50.17,0.96,20.5,Moyen
CAP_0028,2025-01-01 05:00:00,170.9,227.83,50.07,0.93,17.0,Bon
CAP_0028,2025-01-01 06:00:00,240.95,234.95,49.8,0.87,29.5,Faible
CAP_0028,2025-01-01 07:00:00,184.92,221.11,50.15,0.87,26.9,Bon
CAP_0028,2025-01-01 08:00:00,189.73,236.25,50.08,0.91,34.1,Excellent
CAP_0028,2025-01-01 09:00:00,98.98,225.31,50.05,0.91,31.0,Bon
CAP_0028,2025-01-01 10:00:00,110.14,221.61,50.16,0.96,24.6,Bon
CAP_0028,2025-01-01 11:00:00,269.0,229.8,50.09,0.9,21.6,Bon
CAP_0028,2025-01-01 12:00:00,62.18,222.71,50.04,0.89,26.5,Moyen
CAP_0028,2025-01-01 13:00:00,167.23,223.64,49.82,0.85,32.4,Bon
CAP_0028,2025-01-01 14:00:00,148.5,232.01,49.81,0.87,22.2,Faible
CAP_0028,2025-01-01 15:00:00,96.52,236.2,49.86,0.86,19.8,Excellent
CAP_0028,2025-01-01 16:00:00,194.21,226.19,50.13,0.9,33.2,Bon
CAP_0028,2025-01-01 17:00:00,295.4,222.53,50.15,0.98,29.8,Moyen
CAP_0028,2025-01-01 18:00:00,252.4,224.78,49.86,0.89,17.3,Excellent
CAP_0028,2025-01-01 19:00:00,63.33,239.17,49.88,0.96,20.8,Excellent
CAP_0028,2025-01-01 20:00:00,264.48,237.62,50.14,0.92,19.5,Moyen
CAP_0028,2025-01-01 21:00:00,265.38,226.37,50.0,0.97,18.1,Excellent
CAP_0028,2025-01-01 22:00:00,130.51,227.28,49.92,0.97,29.7,Faible
CAP_0028,2025-01-01 23:00:00,243.81,227.55,50.05,0.95,17.3,Faible
CAP_0028,2025-01-02 00:00:00,229.66,239.93,50.19,0.98,16.1,Moyen
CAP_0028,2025-01-02 01:00:00,139.13,229.76,49.85,0.95,29.8,Bon
CAP_0028,2025-01-02 02:00:00,105.66,233.45,50.17,0.94,24.9,Faible
CAP_0028,2025-01-02 03:00:00,209.69,228.25,49.94,0.89,17.6,Moyen
CAP_0028,2025-01-02 04:00:00,283.69,228.97,49.8,0.95,28.5,Faible
CAP_0028,2025-01-02 05:00:00,68.45,238.7,50.19,0.85,23.1,Faible
CAP_0028,2025-01-02 06:00:00,122.75,224.58,50.15,0.87,19.5,Moyen
CAP_0028,2025-01-02 07:00:00,243.92,232.16,49.82,0.86,20.7,Bon
CAP_0028,2025-01-02 08:00:00,147.75,228.56,49.84,0.86,22.6,Faible
CAP_0028,2025-01-02 09:00:00,75.8,235.64,50.14,0.91,26.6,Moyen
CAP_0028,2025-01-02 10:00:00,206.88,226.03,50.11,0.98,17.8,Faible
CAP_0028,2025-01-02 11:00:00,125.65,225.95,50.0,0.88,18.9,Moyen
CAP_0028,2025-01-02 12:00:00,180.08,234.4,50.06,0.87,17.0,Moyen
CAP_0028,2025-01-02 13:00:00,128.12,222.91,50.07,0.93,30.7,Excellent
CAP_0028,2025-01-02 14:00:00,95.6,227.86,49.99,0.89,28.7,Excellent
CAP_0028,2025-01-02 15:00:00,140.69,236.48,49.91,0.86,25.2,Bon
CAP_0028,2025-01-02 16:00:00,70.11,235.33,50.07,0.88,33.1,Faible
CAP_0028,2025-01-02 17:00:00,199.2,237.94,50.08,0.88,31.4,Faible
CAP_0028,2025-01-02 18:00:00,75.08,225.58,50.17,0.93,26.0,Bon
CAP_0028,2025-01-02 19:00:00,160.04,235.6,50.08,0.9,15.9,Moyen
CAP_0028,2025-01-02 20:00:00,56.31,221.96,50.09,0.93,32.3,Excellent
CAP_0028,2025-01-02 21:00:00,105.69,231.49,49.92,0.94,31.6,Bon
CAP_0028,2025-01-02 22:00:00,216.04,235.54,50.16,0.94,21.5,Moyen
CAP_0028,2025-01-02 23:00:00,117.27,231.69,50.03,0.94,28.1,Moyen
CAP_0028,2025-01-03 00:00:00,287.51,181.65,50.0,0.89,32.9,Faible
CAP_0028,2025-01-03 01:00:00,286.35,225.3,50.01,0.96,15.2,Faible
CAP_0028,2025-01-03 02:00:00,207.01,223.6,49.88,0.97,16.4,Moyen
CAP_0028,2025-01-03 03:00:00,121.77,221.07,49.89,0.87,25.0,Excellent
CAP_0028,2025-01-03 04:00:00,101.0,238.45,49.92,0.88,25.1,Moyen
CAP_0028,2025-01-03 05:00:00,189.4,223.51,49.84,0.95,16.9,Excellent
CAP_0028,2025-01-03 06:00:00,293.54,237.91,49.81,0.94,27.6,Excellent
CAP_0028,2025-01-03 07:00:00,148.36,225.1,49.97,0.85,27.2,Moyen
CAP_0028,2025-01-03 08:00:00,97.82,230.95,49.81,0.87,28.3,Excellent
CAP_0028,2025-01-03 09:00:00,99.01,224.06,50.1,0.85,18.2,Faible
CAP_0028,2025-01-03 10:00:00,204.15,157.03,50.09,0.88,27.4,Excellent
CAP_0028,2025-01-03 11:00:00,87.31,228.05,50.11,0.9,15.3,Excellent
CAP_0028,2025-01-03 12:00:00,87.6,231.18,50.2,0.86,34.6,Faible
CAP_0028,2025-01-03 13:00:00,163.32,222.8,50.12,0.89,24.7,Excellent
CAP_0028,2025-01-03 14:00:00,66.85,230.2,49.93,0.95,16.2,Bon
CAP_0028,2025-01-03 15:00:00,89.77,221.39,49.88,0.94,34.9,Moyen
CAP_0028,2025-01-03 16:00:00,54.61,230.45,50.11,0.92,26.1,Faible
CAP_0028,2025-01-03 17:00:00,218.15,225.67,50.05,0.92,16.9,Moyen
CAP_0028,2025-01-03 18:00:00,229.0,228.17,49.91,0.94,19.3,Bon
CAP_0028,2025-01-03 19:00:00,71.11,226.4,50.17,0.93,32.7,Faible
CAP_0028,2025-01-03 20:00:00,146.14,225.38,50.08,0.98,33.4,Bon
CAP_0028,2025-01-03 21:00:00,160.0,236.13,50.1,0.94,29.6,Bon
CAP_0028,2025-01-03 22:00:00,146.33,229.25,50.07,0.93,32.6,Moyen
CAP_0028,2025-01-03 23:00:00,291.59,236.95,50.08,0.94,28.2,Bon
CAP_0029,2025-01-01 00:00:00,229.99,233.84,49.96,0.98,24.4,Moyen
CAP_0029,2025-01-01 01:00:00,66.01,221.23,49.93,0.91,33.7,Bon
CAP_0029,2025-01-01 02:00:00,121.86,230.33,50.12,0.96,20.2,Moyen
CAP_0029,2025-01-01 03:00:00,163.15,235.05,50.18,0.96,17.1,Bon
CAP_0029,2025-01-01 04:00:00,270.68,225.2,49.95,0.94,20.5,Moyen
CAP_0029,2025-01-01 05:00:00,122.92,226.43,50.0,0.94,15.2,Bon
CAP_0029,2025-01-01 06:00:00,161.03,225.52,49.92,0.97,18.5,Bon
CAP_0029,2025-01-01 07:00:00,224.41,226.33,49.87,0.89,22.9,Bon
CAP_0029,2025-01-01 08:00:00,266.87,227.41,49.81,0.86,20.7,Faible
CAP_0029,2025-01-01 09:00:00,237.09,223.3,49.99,0.96,21.8,Moyen
CAP_0029,2025-01-01 10:00:00,235.97,233.83,50.16,0.92,26.7,Excellent
CAP_0029,2025-01-01 11:00:00,95.53,229.1,49.85,0.9,30.9,Moyen
CAP_0029,2025-01-01 12:00:00,63.2,237.49,50.07,0.88,15.5,Moyen
CAP_0029,2025-01-01 13:00:00,236.05,231.2,50.16,0.89,17.6,Bon
CAP_0029,2025-01-01 14:00:00,281.84,238.98,49.83,0.86,32.8,Moyen
CAP_0029,2025-01-01 15:00:00,171.95,237.98,50.02,0.88,22.6,Faible
CAP_0029,2025-01-01 16:00:00,177.17,227.4,49.81,0.86,27.4,Moyen
CAP_0029,2025-01-01 17:00:00,153.74,237.21,50.19,0.94,15.9,Faible
CAP_0029,2025-01-01 18:00:00,261.68,223.65,49.96,0.91,24.5,Excellent
CAP_0029,2025-01-01 19:00:00,237.61,223.39,50.17,0.91,29.4,Moyen
CAP_0029,2025-01-01 20:00:00,194.15,231.87,49.95,0.92,19.4,Faible
CAP_0029,2025-01-01 21:00:00,76.09,220.13,49.86,0.95,34.9,Excellent
CAP_0029,2025-01-01 22:00:00,188.88,211.03,50.18,0.9,29.1,Excellent
CAP_0029,2025-01-01 23:00:00,247.51,232.63,50.11,0.91,29.1,Moyen
CAP_0029,2025-01-02 00:00:00,110.07,238.73,49.96,0.94,22.8,Faible
CAP_0029,2025-01-02 01:00:00,189.72,228.1,50.1,0.89,32.1,Bon
CAP_0029,2025-01-02 02:00:00,240.67,224.88,49.89,0.87,17.7,Faible
CAP_0029,2025-01-02 03:00:00,146.68,237.25,49.98,0.88,17.7,Excellent
CAP_0029,2025-01-02 04:00:00,70.56,231.8,50.2,0.9,31.4,Excellent
CAP_0029,2025-01-02 05:00:00,245.32,167.22,49.84,0.93,25.5,Moyen
CAP_0029,2025-01-02 06:00:00,116.41,196.95,50.18,0.85,18.1,Moyen
CAP_0029,2025-01-02 07:00:00,153.93,235.72,49.95,0.87,18.0,Faible
CAP_0029,2025-01-02 08:00:00,117.65,238.27,50.08,0.96,19.9,Bon
CAP_0029,2025-01-02 09:00:00,89.9,232.89,50.02,0.86,18.0,Excellent
CAP_0029,2025-01-02 10:00:00,66.09,226.99,50.09,0.97,27.3,Bon
CAP_0029,2025-01-02 11:00:00,277.26,235.07,50.06,0.96,31.6,Excellent
CAP_0029,2025-01-02 12:00:00,214.86,236.94,50.04,0.91,17.4,Excellent
