timestamp,site_id,consumption_mw,voltage_v,frequency_hz,status
2025-01-05 00:15:00,SITE_IND_001,1.324,238.5,50.05,OK
12/01/2025 16:00:00,SITE_RES_001,0.157,240.0,50.05,OK
2025-01-22 16:30:00,SITE_RES_001,0.167,242.1,49.89,OK
2025-01-25T18:45:00,SITE_IND_002,1.07,224.2,49.84,OK
2025-01-30T09:15:00,SITE_RES_002,0.107,229.2,50.32,OK
06/01/2025 23:45:00,SITE_RES_002,0.132,219.8,50.11,OK
13/01/2025 23:15:00,SITE_IND_002,0.901,248.1,49.71,OK
2025-01-28T04:15:00,SITE_IND_001,1.465,245.1,50.15,OK
27/01/2025 20:00:00,SITE_IND_002,2.681,223.7,50.24,OK
2025-01-27T14:30:00,SITE_IND_001,3.654,252.5,50.1,OK
2025-01-13 23:15:00,SITE_RES_002,0.113,217.0,50.07,OK
28/01/2025 23:15:00,SITE_RES_001,0.154,220.5,49.62,OK
2025-01-19T13:00:00,SITE_RES_001,0.143,220.6,50.15,OK
2025-01-26 20:30:00,SITE_IND_001,1.455,234.5,50.05,OK
2025-01-12 02:00:00,SITE_RES_001,0.107,244.8,49.94,OK
2025-01-08T05:15:00,SITE_RES_001,0.167,243.5,50.0,OK
2025-01-04T01:30:00,SITE_IND_002,1.023,230.8,50.15,OK
2025-01-25T20:45:00,SITE_RES_002,0.294,222.9,50.23,OK
08/01/2025 21:00:00,SITE_IND_001,-888.0,216.4,50.01,ERROR
2025-01-18T14:15:00,SITE_COM_002,1.031,237.7,50.22,OK
2025-01-26T12:00:00,SITE_IND_002,1.05,231.3,50.38,OK
2025-01-21T02:30:00,SITE_RES_001,0.178,230.9,50.1,OK
2025-01-24T07:45:00,SITE_RES_002,0.335,242.6,50.03,OK
2025-01-27 03:15:00,SITE_IND_002,1.052,226.2,50.35,OK
01/01/2025 19:15:00,SITE_COM_002,0.925,216.5,49.81,OK
11/01/2025 15:00:00,SITE_RES_002,0.084,212.7,49.9,OK
2025-01-03T01:45:00,SITE_COM_002,0.164,253.0,49.7,OK
08/01/2025 07:15:00,SITE_COM_002,0.142,232.2,49.71,OK
2025-01-12T02:15:00,SITE_RES_002,0.137,226.7,50.3,OK
2025-01-09 21:15:00,SITE_RES_002,0.098,216.5,50.31,OK
2025-01-12T13:45:00,SITE_IND_002,1.095,220.6,50.12,OK
2025-01-22T03:45:00,SITE_COM_002,0.151,235.3,50.05,OK
21/01/2025 12:00:00,SITE_COM_002,0.934,217.4,49.82,OK
27/01/2025 08:45:00,SITE_IND_002,2.034,226.9,49.75,OK
2025-01-18T00:30:00,SITE_COM_001,0.21,237.4,50.09,OK
2025-01-05T09:15:00,SITE_RES_002,0.118,244.5,49.87,OK
26/01/2025 17:15:00,SITE_COM_002,1.081,244.1,49.74,OK
23/01/2025 23:45:00,SITE_IND_002,0.99,237.6,50.06,OK
07/01/2025 22:45:00,SITE_IND_002,0.986,223.9,50.16,OK
2025-01-16T08:15:00,SITE_COM_001,1.139,231.9,50.48,OK
13/01/2025 03:00:00,SITE_COM_002,0.144,225.9,50.15,OK
14/01/2025 18:15:00,SITE_RES_001,0.337,230.7,49.8,OK
04/01/2025 12:00:00,SITE_COM_002,3.289,256.4,50.12,OK
2025-01-11 10:45:00,SITE_COM_002,1.014,239.8,50.16,OK
2025-01-11T13:00:00,SITE_IND_001,,224.9,49.97,ERROR
2025-01-29T11:15:00,SITE_IND_001,3.807,234.0,50.18,OK
02/01/2025 22:30:00,SITE_RES_002,0.096,222.9,50.39,OK
2025-01-18 22:30:00,SITE_RES_001,0.151,239.1,49.7,OK
30/01/2025 10:00:00,SITE_RES_001,0.189,229.8,50.16,OK
08/01/2025 03:15:00,SITE_IND_002,1.156,206.4,49.74,OK
2025-01-23T16:30:00,SITE_RES_002,0.124,232.3,50.39,OK
2025-01-08T18:45:00,SITE_RES_001,0.445,229.5,49.92,OK
2025-01-04T09:00:00,SITE_IND_002,0.984,211.0,50.29,OK
2025-01-09T23:15:00,SITE_COM_002,0.144,233.9,50.16,OK
2025-01-27 23:30:00,SITE_RES_002,0.118,224.9,50.44,OK
2025-01-19T06:30:00,SITE_IND_002,-999.0,206.8,49.63,ERROR
2025-01-05T11:00:00,SITE_COM_001,1.26,216.7,49.95,OK
2025-01-12 01:30:00,SITE_IND_002,-999.0,245.7,49.92,ERROR
22/01/2025 16:15:00,SITE_COM_002,0.956,207.7,50.03,OK
2025-01-29T15:00:00,SITE_RES_001,0.171,219.8,49.95,OK
2025-01-21T15:00:00,SITE_RES_002,0.116,243.0,50.1,OK
2025-01-09T18:15:00,SITE_RES_001,0.435,229.0,49.74,OK
2025-01-23T16:30:00,SITE_IND_002,2.561,230.7,49.89,OK
2025-01-18T03:30:00,SITE_RES_001,0.157,223.1,49.92,OK
12/01/2025 20:45:00,SITE_IND_001,1.698,230.3,49.75,OK
22/01/2025 23:00:00,SITE_COM_001,0.178,219.0,49.88,OK
2025-01-08T17:30:00,SITE_COM_002,1.044,226.5,49.55,OK
29/01/2025 14:00:00,SITE_COM_001,1.458,235.7,49.85,OK
2025-01-06 16:45:00,SITE_IND_002,2.702,223.6,49.97,OK
11/01/2025 04:15:00,SITE_COM_002,0.114,223.9,49.89,OK
20/01/2025 11:30:00,SITE_RES_002,0.158,226.5,50.19,OK
11/01/2025 11:00:00,SITE_COM_002,0.656,225.6,50.05,OK
29/01/2025 23:15:00,SITE_COM_001,0.229,236.0,50.16,OK
25/01/2025 19:45:00,SITE_COM_001,0.946,227.2,50.26,OK
2025-01-18T14:00:00,SITE_RES_001,0.156,226.7,49.69,OK
2025-01-11 18:15:00,SITE_COM_002,0.943,211.8,49.95,OK
2025-01-01T06:30:00,SITE_COM_001,0.249,227.5,50.12,OK
05/01/2025 06:00:00,SITE_RES_001,0.167,227.7,49.76,OK
03/01/2025 03:30:00,SITE_IND_002,0.843,232.8,49.57,OK
2025-01-01 01:45:00,SITE_RES_002,0.144,213.9,50.04,OK
2025-01-04T13:45:00,SITE_COM_001,1.374,226.9,49.65,OK
2025-01-02 12:30:00,SITE_RES_002,0.108,219.1,49.84,OK
2025-01-06 17:45:00,SITE_IND_002,2.533,212.8,50.21,OK
26/01/2025 17:00:00,SITE_IND_001,0.925,235.4,50.21,OK
2025-01-22T04:00:00,SITE_COM_002,0.118,244.5,49.95,OK
2025-01-09T14:30:00,SITE_COM_002,-888.0,228.9,49.9,ERROR
22/01/2025 04:45:00,SITE_RES_002,0.136,235.0,50.19,OK
2025-01-01T05:30:00,SITE_IND_002,1.245,214.1,49.88,OK
09/01/2025 08:00:00,SITE_COM_001,1.267,217.2,49.83,OK
2025-01-10T03:30:00,SITE_IND_001,1.27,240.2,49.8,OK
2025-01-17T13:15:00,SITE_IND_002,2.487,240.2,49.99,OK
2025-01-01T17:00:00,SITE_IND_001,3.403,228.7,50.01,OK
2025-01-18T06:00:00,SITE_IND_001,1.033,225.4,49.69,OK
26/01/2025 23:00:00,SITE_COM_002,0.187,237.4,49.82,OK
23/01/2025 19:15:00,SITE_RES_002,0.238,228.8,49.99,OK
2025-01-04T13:45:00,SITE_IND_001,1.576,227.4,49.97,OK
2025-01-22T04:30:00,SITE_RES_002,-999.0,225.0,49.66,ERROR
26/01/2025 02:30:00,SITE_COM_002,0.182,237.3,49.99,OK
2025-01-09T20:15:00,SITE_RES_001,0.271,231.0,49.87,OK
2025-01-13T09:30:00,SITE_RES_001,0.139,214.6,49.63,OK
2025-01-15 01:00:00,SITE_COM_002,0.123,238.7,50.0,OK
2025-01-05 19:00:00,SITE_RES_001,0.448,251.9,50.18,OK
14/01/2025 13:30:00,SITE_COM_001,1.368,229.6,50.43,OK
30/01/2025 15:45:00,SITE_RES_001,0.194,229.1,50.07,OK
2025-01-13T15:15:00,SITE_RES_002,0.115,230.9,50.23,OK
2025-01-09T04:30:00,SITE_IND_001,1.663,231.9,49.96,OK
2025-01-16 05:45:00,SITE_COM_002,,231.5,49.87,ERROR
2025-01-04T20:15:00,SITE_IND_002,1.333,235.5,49.81,OK
18/01/2025 12:30:00,SITE_IND_001,1.528,224.3,49.87,OK
2025-01-06T06:45:00,SITE_COM_002,,228.1,50.21,ERROR
2025-01-23T09:15:00,SITE_COM_001,1.515,229.6,49.88,OK
2025-01-03T13:45:00,SITE_IND_001,3.039,231.0,50.1,OK
2025-01-15 09:45:00,SITE_COM_001,1.296,209.3,50.28,OK
2025-01-09T18:00:00,SITE_COM_001,1.281,232.7,49.95,OK
29/01/2025 07:00:00,SITE_COM_001,0.181,226.7,50.17,OK
2025-01-06T02:30:00,SITE_COM_002,0.122,226.2,49.88,OK
2025-01-10T03:45:00,SITE_IND_001,1.71,216.2,50.35,OK
2025-01-16T18:45:00,SITE_IND_002,3.288,224.3,50.32,OK
2025-01-23T15:15:00,SITE_IND_002,2.645,224.2,50.02,OK
2025-01-22T15:00:00,SITE_IND_001,3.974,215.2,50.27,OK
15/01/2025 16:00:00,SITE_RES_001,,224.3,49.68,ERROR
2025-01-24T22:45:00,SITE_COM_002,0.15,232.0,50.18,OK
2025-01-07T09:45:00,SITE_COM_002,1.111,238.9,50.35,OK
2025-01-05 10:00:00,SITE_RES_001,0.183,224.5,49.63,OK
2025-01-20 12:45:00,SITE_COM_002,0.84,221.8,49.95,OK
2025-01-13T08:30:00,SITE_RES_002,0.356,229.0,49.96,OK
26/01/2025 21:15:00,SITE_RES_002,0.106,228.6,49.88,OK
2025-01-28 09:15:00,SITE_COM_002,1.112,218.8,49.91,OK
2025-01-07T00:30:00,SITE_IND_002,0.932,241.5,50.04,OK
2025-01-22T12:00:00,SITE_COM_001,1.271,231.2,50.3,OK
12/01/2025 21:00:00,SITE_RES_001,0.129,232.9,49.84,OK
2025-01-19 23:15:00,SITE_COM_001,0.215,225.0,49.76,OK
19/01/2025 09:30:00,SITE_RES_001,0.156,239.8,50.23,OK
2025-01-30T06:30:00,SITE_COM_001,0.193,232.7,49.65,OK
2025-01-08 01:15:00,SITE_COM_001,0.208,238.0,50.14,OK
2025-01-25T23:30:00,SITE_RES_001,0.164,221.2,50.4,OK
04/01/2025 05:15:00,SITE_RES_001,0.136,210.4,49.87,OK
26/01/2025 12:00:00,SITE_COM_002,0.96,237.7,49.79,OK
2025-01-19T22:30:00,SITE_IND_001,1.996,227.6,50.22,OK
08/01/2025 12:45:00,SITE_RES_002,0.126,235.1,49.89,OK
2025-01-30T09:45:00,SITE_IND_002,1.881,238.8,49.95,OK
2025-01-30T12:00:00,SITE_RES_002,0.121,228.2,50.08,OK
2025-01-06T19:45:00,SITE_IND_002,2.431,227.2,50.09,OK
28/01/2025 22:45:00,SITE_RES_002,0.094,213.3,49.89,OK
2025-01-07T23:45:00,SITE_RES_001,0.174,216.9,50.0,OK
2025-01-25T14:30:00,SITE_COM_002,0.749,220.9,50.14,OK
27/01/2025 12:30:00,SITE_COM_001,1.214,238.8,50.12,OK
26/01/2025 11:15:00,SITE_RES_002,0.111,237.0,50.18,OK
2025-01-14 07:15:00,SITE_RES_002,0.315,227.7,50.2,OK
13/01/2025 09:30:00,SITE_COM_001,1.213,222.2,50.09,OK
2025-01-24T19:00:00,SITE_RES_002,0.339,234.8,50.18,OK
2025-01-14 04:00:00,SITE_IND_002,0.864,211.5,50.16,OK
24/01/2025 19:00:00,SITE_RES_001,0.411,220.8,49.89,OK
2025-01-02T20:00:00,SITE_IND_002,2.674,216.8,50.16,OK
2025-01-30T21:45:00,SITE_RES_001,0.152,221.4,50.07,OK
2025-01-23 18:00:00,SITE_COM_001,1.438,221.8,50.39,OK
22/01/2025 06:00:00,SITE_COM_001,0.191,227.1,50.07,OK
2025-01-21T09:30:00,SITE_COM_001,1.286,226.8,50.1,OK
2025-01-02T12:15:00,SITE_COM_001,1.068,230.8,50.09,OK
18/01/2025 04:30:00,SITE_COM_001,5.079,221.2,49.95,OK
2025-01-07T23:15:00,SITE_IND_002,1.09,236.6,50.07,OK
08/01/2025 08:15:00,SITE_IND_002,2.461,223.2,50.22,OK
19/01/2025 18:15:00,SITE_COM_002,1.296,225.5,49.94,OK
2025-01-17T14:00:00,SITE_IND_002,2.259,236.8,49.99,OK
2025-01-25T18:30:00,SITE_IND_001,1.617,234.2,50.11,OK
2025-01-07T01:30:00,SITE_IND_001,1.276,241.5,50.38,OK
17/01/2025 23:00:00,SITE_RES_002,0.093,234.3,50.29,OK
2025-01-09T22:00:00,SITE_COM_002,0.143,226.9,49.93,OK
2025-01-21T18:30:00,SITE_COM_001,0.953,243.6,50.44,OK
2025-01-27T14:00:00,SITE_IND_001,3.201,242.7,50.05,OK
2025-01-12T16:45:00,SITE_COM_001,1.463,227.6,50.16,OK
2025-01-09T23:45:00,SITE_COM_002,0.132,222.2,49.93,OK
2025-01-17T10:15:00,SITE_COM_001,1.009,237.8,49.75,OK
2025-01-04T08:00:00,SITE_RES_001,0.442,221.6,50.06,OK
2025-01-12T09:30:00,SITE_RES_002,0.138,231.9,50.05,OK
2025-01-11 12:45:00,SITE_RES_001,0.1,241.2,50.16,OK
2025-01-22T09:45:00,SITE_COM_002,0.765,218.1,50.08,OK
03/01/2025 08:15:00,SITE_IND_002,2.522,219.8,50.04,OK
2025-01-27T08:45:00,SITE_RES_002,0.187,223.3,50.02,OK
2025-01-09T23:00:00,SITE_IND_002,0.974,234.3,49.94,OK
2025-01-11T16:00:00,SITE_IND_002,0.92,231.9,49.89,OK
02/01/2025 12:00:00,SITE_COM_001,1.416,225.1,49.62,OK
06/01/2025 19:15:00,SITE_COM_001,1.291,224.6,49.6,OK
2025-01-08 11:00:00,SITE_RES_002,1.426,213.7,49.65,OK
29/01/2025 12:30:00,SITE_RES_001,0.131,235.3,50.23,OK
2025-01-07T03:00:00,SITE_RES_002,0.126,241.9,49.87,OK
2025-01-05T06:00:00,SITE_IND_002,,221.0,50.28,ERROR
2025-01-27 12:15:00,SITE_IND_001,3.462,229.4,49.79,OK
2025-01-09 12:00:00,SITE_RES_001,0.151,233.6,50.01,OK
2025-01-23T06:00:00,SITE_COM_001,0.203,227.5,49.83,OK
2025-01-26T12:15:00,SITE_RES_001,0.141,216.0,50.15,OK
2025-01-01T10:45:00,SITE_COM_001,1.232,216.6,50.08,OK
2025-01-05 22:30:00,SITE_RES_001,0.161,249.3,50.02,OK
2025-01-15 14:15:00,SITE_COM_001,1.012,231.2,50.26,OK
14/01/2025 21:15:00,SITE_IND_001,3.663,241.6,50.13,OK
2025-01-30 09:15:00,SITE_IND_002,2.95,235.4,49.89,OK
2025-01-25T19:30:00,SITE_IND_001,,232.5,49.76,ERROR
2025-01-25 09:30:00,SITE_RES_002,0.119,232.2,49.6,OK
12/01/2025 03:30:00,SITE_RES_001,1.679,244.3,50.08,OK
04/01/2025 20:00:00,SITE_IND_002,1.279,224.1,50.09,OK
2025-01-02T10:30:00,SITE_RES_002,0.126,235.7,50.19,OK
2025-01-23T14:45:00,SITE_RES_001,0.176,216.7,50.18,OK
30/01/2025 22:30:00,SITE_COM_001,0.214,217.4,50.15,OK
2025-01-30T02:15:00,SITE_COM_001,0.208,243.3,49.83,OK
2025-01-15 23:30:00,SITE_RES_001,0.169,231.4,49.78,OK
2025-01-30 09:00:00,SITE_COM_001,1.56,230.6,49.95,OK
2025-01-02 13:15:00,SITE_RES_001,0.168,244.3,50.22,OK
15/01/2025 21:30:00,SITE_RES_002,0.093,212.0,50.16,OK
10/01/2025 03:30:00,SITE_COM_002,0.141,232.6,50.13,OK
2025-01-17T01:00:00,SITE_RES_002,0.122,228.5,50.33,OK
2025-01-05T04:30:00,SITE_RES_002,0.107,240.6,50.19,OK
30/01/2025 07:30:00,SITE_COM_001,0.144,231.3,50.05,OK
2025-01-09 02:45:00,SITE_COM_001,0.222,244.9,50.22,OK
2025-01-06 01:30:00,SITE_RES_002,0.13,229.4,49.91,OK
2025-01-20T14:00:00,SITE_COM_001,1.106,228.5,49.76,OK
2025-01-04T21:30:00,SITE_RES_002,0.129,224.9,49.96,OK
07/01/2025 00:30:00,SITE_RES_002,0.12,240.6,50.08,OK
2025-01-26T14:00:00,SITE_IND_002,-999.0,231.4,49.64,ERROR
2025-01-17 23:00:00,SITE_COM_001,0.229,229.3,50.14,OK
05/01/2025 07:15:00,SITE_COM_001,0.253,257.9,50.02,OK
2025-01-25 23:15:00,SITE_RES_002,0.147,222.6,50.08,OK
13/01/2025 05:00:00,SITE_COM_002,,242.2,49.76,ERROR
2025-01-17T00:30:00,SITE_COM_002,0.17,240.2,49.97,OK
05/01/2025 06:15:00,SITE_RES_002,0.131,235.7,50.08,OK
2025-01-10T04:30:00,SITE_IND_002,-999.0,222.8,49.89,ERROR
2025-01-17T04:30:00,SITE_RES_001,0.159,252.2,50.05,OK
01/01/2025 17:45:00,SITE_COM_002,0.969,219.0,49.57,OK
2025-01-06T03:30:00,SITE_COM_001,0.168,236.2,49.98,OK
2025-01-26 07:15:00,SITE_COM_001,0.2,235.2,50.45,OK
2025-01-13 01:15:00,SITE_COM_002,0.148,229.6,49.79,OK
2025-01-18T17:30:00,SITE_IND_001,1.642,225.7,50.18,OK
2025-01-14T06:30:00,SITE_RES_002,0.12,214.3,50.25,OK
2025-01-18T19:00:00,SITE_COM_001,1.313,231.0,49.79,OK
30/01/2025 06:30:00,SITE_COM_002,0.161,235.4,50.11,OK
2025-01-27 12:15:00,SITE_RES_001,0.179,226.6,50.03,OK
2025-01-13T00:45:00,SITE_COM_001,0.14,234.7,49.87,OK
2025-01-16T12:45:00,SITE_RES_001,0.178,236.9,50.45,OK
2025-01-18T11:45:00,SITE_IND_002,1.008,232.8,50.27,OK
2025-01-15T10:00:00,SITE_IND_001,3.383,232.5,50.05,OK
25/01/2025 16:45:00,SITE_COM_001,1.171,229.3,50.03,OK
13/01/2025 17:30:00,SITE_RES_002,0.148,220.8,50.19,OK
28/01/2025 05:15:00,SITE_IND_001,1.419,239.3,50.04,OK
2025-01-21T11:45:00,SITE_RES_001,0.153,241.5,50.23,OK
2025-01-18T07:45:00,SITE_RES_001,0.379,234.6,50.18,OK
30/01/2025 00:45:00,SITE_COM_001,0.186,224.3,50.32,OK
15/01/2025 03:00:00,SITE_COM_002,0.13,224.3,50.16,OK
2025-01-17T08:00:00,SITE_COM_002,0.747,217.8,49.85,OK
08/01/2025 15:00:00,SITE_COM_002,1.23,221.6,50.24,OK
2025-01-06T00:45:00,SITE_RES_002,0.104,228.9,49.91,OK
2025-01-18T10:30:00,SITE_RES_001,0.134,214.1,50.15,OK
2025-01-17 02:00:00,SITE_COM_002,0.155,222.6,49.77,OK
2025-01-19T11:15:00,SITE_IND_001,1.667,235.8,50.43,OK
2025-01-14T00:30:00,SITE_IND_002,1.141,232.0,50.26,OK
2025-01-20T01:45:00,SITE_IND_002,1.084,224.1,49.66,OK
2025-01-21T00:45:00,SITE_RES_001,0.147,230.7,50.25,OK
2025-01-17T02:45:00,SITE_RES_001,0.173,240.8,49.78,OK
2025-01-17T09:45:00,SITE_RES_002,0.109,241.3,50.09,OK
2025-01-02 01:45:00,SITE_COM_001,0.196,238.1,50.16,OK
03/01/2025 21:00:00,SITE_IND_001,3.345,244.5,50.31,OK
2025-01-05T13:30:00,SITE_IND_001,1.532,234.8,50.23,OK
28/01/2025 05:45:00,SITE_COM_002,0.133,231.6,49.79,OK
12/01/2025 14:00:00,SITE_RES_001,,225.5,49.92,ERROR
2025-01-16T19:00:00,SITE_RES_001,0.446,242.8,50.15,OK
2025-01-26 16:45:00,SITE_RES_002,0.151,229.2,50.25,OK
2025-01-27T00:30:00,SITE_RES_002,0.118,215.7,49.95,OK
03/01/2025 22:15:00,SITE_IND_001,1.469,225.8,49.94,OK
07/01/2025 17:30:00,SITE_RES_002,0.067,235.1,50.14,OK
2025-01-10T04:15:00,SITE_IND_001,1.929,229.9,50.39,OK
2025-01-30T22:00:00,SITE_IND_001,1.446,230.6,49.66,OK
2025-01-08 07:30:00,SITE_COM_002,,242.0,49.91,ERROR
2025-01-19 02:30:00,SITE_IND_001,1.393,232.3,50.13,OK
2025-01-24 09:45:00,SITE_RES_001,0.168,239.9,50.43,OK
2025-01-14 12:30:00,SITE_RES_002,0.121,222.4,49.9,OK
2025-01-10T22:30:00,SITE_IND_002,1.311,227.5,49.51,OK
2025-01-06T18:15:00,SITE_RES_001,0.371,229.9,50.01,OK
2025-01-03T23:45:00,SITE_IND_002,0.872,233.1,49.75,OK
2025-01-21 01:45:00,SITE_IND_001,1.549,239.5,49.67,OK
2025-01-27 14:30:00,SITE_RES_002,0.121,212.4,49.8,OK
2025-01-28T11:00:00,SITE_RES_001,0.191,226.3,50.05,OK
07/01/2025 00:15:00,SITE_COM_002,0.131,225.3,50.3,OK
11/01/2025 18:45:00,SITE_IND_001,1.492,223.6,50.02,OK
2025-01-18T03:45:00,SITE_RES_002,-777.0,228.3,50.03,ERROR
2025-01-28T12:45:00,SITE_COM_001,0.977,229.1,49.74,OK
25/01/2025 11:45:00,SITE_IND_002,1.17,246.3,49.8,OK
29/01/2025 21:00:00,SITE_COM_002,0.152,228.4,50.28,OK
2025-01-12T01:15:00,SITE_COM_002,0.166,249.5,49.75,OK
25/01/2025 00:30:00,SITE_IND_002,1.175,249.0,50.15,OK
2025-01-13T11:15:00,SITE_IND_001,4.262,237.7,50.13,OK
2025-01-17 03:15:00,SITE_RES_002,0.098,233.6,49.9,OK
2025-01-27T19:45:00,SITE_IND_001,3.517,217.8,50.03,OK
2025-01-01T15:30:00,SITE_RES_001,0.158,233.3,50.06,OK
2025-01-07 00:00:00,SITE_RES_001,0.216,239.5,49.82,OK
14/01/2025 06:00:00,SITE_COM_001,0.174,211.2,49.83,OK
2025-01-02T10:15:00,SITE_COM_002,0.997,227.7,50.29,OK
2025-01-02T05:15:00,SITE_COM_001,0.201,220.0,50.15,OK
07/01/2025 23:00:00,SITE_RES_001,0.154,206.6,50.35,OK
05/01/2025 14:30:00,SITE_COM_002,0.838,240.3,49.92,OK
2025-01-09T14:15:00,SITE_IND_001,2.546,213.0,50.15,OK
2025-01-17T20:15:00,SITE_COM_002,0.153,247.4,49.76,OK
2025-01-18T05:45:00,SITE_IND_001,1.445,224.5,50.2,OK
2025-01-25T12:30:00,SITE_COM_002,0.768,222.1,49.84,OK
2025-01-16T10:15:00,SITE_IND_002,2.209,228.8,49.91,OK
2025-01-10T10:30:00,SITE_COM_001,1.231,242.6,50.08,OK
2025-01-30T05:00:00,SITE_COM_001,0.207,218.1,50.17,OK
2025-01-06T23:15:00,SITE_RES_001,0.163,235.0,50.1,OK
20/01/2025 12:45:00,SITE_IND_001,3.492,248.1,50.36,OK
2025-01-01T08:30:00,SITE_RES_001,0.496,224.9,49.8,OK
05/01/2025 01:15:00,SITE_COM_002,0.151,238.7,50.15,OK
2025-01-22T11:45:00,SITE_COM_002,0.887,225.8,49.67,OK
09/01/2025 11:00:00,SITE_IND_001,3.173,245.4,50.26,OK
2025-01-06T07:45:00,SITE_IND_001,2.194,225.4,50.33,OK
2025-01-25 20:45:00,SITE_IND_002,1.069,224.7,49.93,OK
2025-01-17T12:00:00,SITE_IND_001,3.494,231.0,50.03,OK
2025-01-29T16:15:00,SITE_RES_002,0.112,248.9,49.9,OK
2025-01-07 18:45:00,SITE_COM_002,1.083,225.0,50.11,OK
20/01/2025 02:15:00,SITE_COM_001,0.184,237.0,49.92,OK
2025-01-21 07:30:00,SITE_IND_002,2.03,232.7,50.35,OK
2025-01-13T23:30:00,SITE_IND_001,1.74,228.8,49.68,OK
2025-01-11T06:45:00,SITE_IND_002,1.113,248.6,50.01,OK
2025-01-09T23:30:00,SITE_IND_001,1.393,236.9,50.14,OK
2025-01-04T08:30:00,SITE_COM_001,1.126,248.2,50.24,OK
30/01/2025 12:30:00,SITE_IND_002,2.679,237.8,50.26,OK
2025-01-09T03:30:00,SITE_COM_001,0.21,223.8,49.88,OK
2025-01-14 20:15:00,SITE_COM_001,0.224,229.4,50.06,OK
2025-01-16T01:00:00,SITE_IND_002,1.011,235.5,50.19,OK
2025-01-05T20:45:00,SITE_COM_001,0.168,232.6,49.88,OK
2025-01-13 11:00:00,SITE_IND_001,4.271,237.8,49.79,OK
2025-01-27T06:45:00,SITE_RES_001,0.162,226.7,50.0,OK
26/01/2025 17:15:00,SITE_RES_002,0.118,237.5,50.21,OK
01/01/2025 19:00:00,SITE_RES_002,0.273,237.4,50.06,OK
30/01/2025 17:30:00,SITE_RES_002,0.155,229.5,50.07,OK
2025-01-02 07:15:00,SITE_COM_002,0.154,234.4,50.08,OK
10/01/2025 15:30:00,SITE_RES_002,0.095,256.0,49.77,OK
2025-01-18T00:15:00,SITE_COM_002,0.106,223.6,49.85,OK
2025-01-12T05:45:00,SITE_RES_001,0.159,225.5,50.49,OK
2025-01-14T08:15:00,SITE_RES_002,0.311,205.4,50.08,OK
10/01/2025 12:15:00,SITE_IND_001,2.7,231.8,50.13,OK
2025-01-08 04:00:00,SITE_IND_002,0.828,224.5,49.98,OK
2025-01-02 19:30:00,SITE_RES_002,,228.9,49.82,ERROR
2025-01-26T20:15:00,SITE_RES_001,0.306,239.4,49.99,OK
2025-01-19 18:45:00,SITE_RES_002,0.25,241.6,49.93,OK
2025-01-14T15:15:00,SITE_RES_001,0.161,229.0,49.91,OK
15/01/2025 01:00:00,SITE_RES_002,0.109,229.5,49.69,OK
2025-01-19 08:45:00,SITE_IND_002,1.179,216.5,50.12,OK
21/01/2025 15:15:00,SITE_IND_002,2.297,214.6,50.09,OK
2025-01-16T02:00:00,SITE_RES_001,0.127,247.9,49.71,OK
2025-01-26T04:15:00,SITE_COM_002,-777.0,244.5,50.01,ERROR
18/01/2025 14:30:00,SITE_RES_001,0.148,228.4,49.86,OK
2025-01-27T05:15:00,SITE_IND_001,1.847,216.5,49.72,OK
2025-01-06T15:45:00,SITE_COM_001,1.118,240.7,49.78,OK
2025-01-02T13:45:00,SITE_COM_001,1.553,230.0,50.2,OK
2025-01-12T08:15:00,SITE_COM_001,1.133,221.6,49.93,OK
2025-01-20 10:00:00,SITE_IND_001,3.564,226.0,49.75,OK
2025-01-29T06:30:00,SITE_IND_001,3.268,243.7,49.87,OK
27/01/2025 20:30:00,SITE_IND_002,2.987,228.3,49.83,OK
2025-01-04T04:30:00,SITE_RES_002,0.109,221.4,49.88,OK
2025-01-06 21:00:00,SITE_RES_001,1.998,235.0,50.3,OK
2025-01-22T18:45:00,SITE_RES_002,0.252,232.4,50.0,OK
2025-01-08 03:30:00,SITE_RES_002,0.111,237.5,49.66,OK
18/01/2025 03:45:00,SITE_IND_002,1.342,233.1,50.08,OK
03/01/2025 02:00:00,SITE_IND_002,1.05,237.8,49.84,OK
2025-01-29 19:15:00,SITE_COM_002,0.855,241.3,50.12,OK
01/01/2025 04:30:00,SITE_COM_002,0.135,239.8,49.97,OK
2025-01-13T22:45:00,SITE_IND_002,0.942,226.4,50.13,OK
2025-01-03T22:45:00,SITE_COM_002,0.152,234.0,50.04,OK
2025-01-15 22:00:00,SITE_RES_001,0.182,233.7,50.12,OK
2025-01-18T22:30:00,SITE_RES_002,0.075,241.6,49.83,OK
2025-01-26 04:45:00,SITE_IND_002,0.867,223.3,50.12,OK
2025-01-02T16:45:00,SITE_IND_001,3.96,244.7,49.88,OK
2025-01-29T04:30:00,SITE_COM_002,,223.8,50.1,ERROR
25/01/2025 18:00:00,SITE_COM_001,1.56,210.8,50.12,OK
2025-01-15T14:30:00,SITE_RES_001,0.138,229.4,50.21,OK
23/01/2025 17:15:00,SITE_COM_001,0.964,250.1,49.96,OK
2025-01-24 20:30:00,SITE_COM_001,0.159,241.6,49.92,OK
2025-01-16T10:15:00,SITE_COM_002,1.029,231.0,50.5,OK
2025-01-14 15:15:00,SITE_RES_002,0.115,222.8,50.08,OK
2025-01-09T14:30:00,SITE_RES_001,0.164,240.0,50.18,OK
